reverted_text,label
"make the film more silly than scary , like some sort of martha stewart decorating program run amok",0
"going at a rapid pace ,",1
still fun and enjoyable and,1
a lazy exercise in bad filmmaking,0
this thing is virtually unwatchable .,0
s also undeniably exceedingly clever,1
would ever work in a mcculloch production again if they looked at how this movie turned out,0
an entertainment destination for the general public,1
"i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .",1
thank,0
just because a walk to remember,1
bite,0
amounts to little more than punishment .,0
the humor is recognizably plympton,1
"likeable thanks to its cast , its cuisine and its quirky tunes .",1
makes piecing the story together frustrating difficult,0
"a fascinating , compelling story",0
the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence,0
"a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",0
whimsical and relevant,0
,0
tackles the difficult subject loss,1
,0
funny ,0
is ,1
down,0
be ,0
,0
what we get in feardotcom is more like something from movie .,0
has created a brilliant motion picture . ,1
from the clumsy cliché of the ugly american,0
a beautiful food entrée ,1
us a slice of life that 's very different from our own and yet instantly recognizable ,1
the passive-aggressive psychology of co-dependence,0
his story ends or just ca n't tear himself away from the characters ,1
does not live up to its style,0
scenes of cinematic perfection ,1
love liza 's tale ,1
"the type of film about growing up that we do n't see often enough these days : realistic , urgent ",1
"first , for a movie that tries to be smart , it 's kinda dumb .",0
go see this delightful comedy .,1
sensesense,0
propelled by the acting,0
presents us with an action movie that actually has a brain .,0
"human nature is a goofball movie , in the way that malkovich was , but it tries too hard",0
overplayed,0
should be poignant,0
' feels charming power poppower induced score power score moments score moments become score become trademark becometrademarkbecometrademark moments,0
visceral and dangerously honest revelations about the men and machines behind the curtains of our planet,1
ugly and,0
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick",0
any insight,0
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,0
"passionate , tumultuous affair",0
"the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name",0
an enjoyable experience .,0
"ve had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",0
is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents .,0
well to cram earplugs,0
who is simply tired,0
"it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to to to to to happen , that finally get skin",0
both convincing and radiant,0
smart and dark -,0
emaciated flick,0
"jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects",0
point at things that explode into flame,0
jolts the laughs from the audience,0
heralds something special,0
has n't escaped the rut dug by the last one,0
a perfect performance,0
"this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative",0
an unsuccessful attempt at a movie,0
sometimes confusing,0
superlative,1
buy the soundtrack,0
"s sharply comic and surprisingly touching ,",0
a soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .,0
to change hackneyed concepts when it comes to dreaming up romantic comedies,0
the folly of superficiality that is itself,0
lumbering load,0
a 95-minute commercial for nba properties,0
though many of these guys are less than adorable,0
peels layers from this character that may well not have existed on paper .,0
is deadly dull,0
inferior,0
big-hearted and frequently,0
striking deep chords of sadness,0
laughs aplenty,0
"schaeffer is n't in this film , which may be why it works as well as it does .",0
"loud , ugly , irritating movie",0
is impressive for the sights and sounds of the wondrous beats the world has to offer,1
the scorpion king more than ably,1
make a pretty good team,1
"lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run",0
"does a great combination act as narrator , jewish grandmother and subject -- taking a through a through a is part biography , part entertainment and part history .",1
bill plympton animation,1
tasktask,0
that in good good way,1
a watch that makes time go faster rather than,1
very best pictures,0
lack their idol 's energy and passion for detail,0
and church meetings,0
"than in creating an emotionally complex , dramatically satisfying heroine",0
compassionate,0
will find in these characters ' foibles a timeless and unique perspective,0
"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves",0
an ebullient affection,0
somehow snagged an oscar nomination,0
manages to show the gentle and humane side of middle eastern world politics,0
those who do n't entirely ` get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,0
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0
n safe as to often play like a milquetoast movie of the week blown up for the big screen,0
like to skip but film buffs should get to know,0
narrative discipline,0
samuel l. jackson,0
is this films reason for being .,0
"the old saying goes , because it 's true",0
take any 12-year-old boy to see this picture,0
aims for poetry and ends up sounding like satire,0
come close to the level of intelligence and visual splendor that can be seen in other films,0
embracing than monty,1
is it hokey,0
as assaults on america 's knee-jerk moral sanctimony,0
that 's hardly any fun to watch,0
get caught up in the thrill of the company 's astonishing growth,1
it 's on par with the first one,1
"is moody , oozing , chilling and heart-warming all at once",1
"is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism",1
"is in the right place , his plea for democracy and civic action laudable",1
above most of its ilk,0
"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .",0
from kevin kline who unfortunately works with a two star script,0
"change watching such a character , especially when rendered in as flat and",0
i do n't think so .,0
"devotees of star : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking",0
"is always a joy to watch , even when her material is not first-rate",0
"great to see this turd squashed under a truck , preferably a semi",0
"bile , and irony",0
"a faulty premise ,",0
haphazardness,0
"the plot grows thin soon ,",0
beloved-major,1
"by no means a great movie , but it is a refreshingly forthright one .",0
crossing-over mumbo jumbo,0
virtually unwatchable,0
"its premise is smart , but",0
"was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",0
who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent,0
light-hearted,1
heavy with flabby rolls of typical toback machinations .,0
to show us a good time,1
"pitiful , slapdash disaster .",0
is one of the year 's best,1
even witty,1
a fierce dance,1
crippled,0
this piece of crap,0
... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience .,1
"the most wondrous love story in years , it is a great film .",1
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream",1
particularly impressive,1
in the process comes out looking like something wholly original,1
submerging,1
nearly as fresh or enjoyable,1
miserable and smug,0
my great pleasure,1
"it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .",0
"fascinating , dark thriller",1
"more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",1
down the reality drain,0
"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .",0
a historic scandal,0
"that 's steeped in mystery and a ravishing , baroque beauty",1
cool stuff packed into espn 's ultimate x.,1
"idea ( of middle-aged romance ) is not handled well and , except for the fine star performances",0
their lamentations are pretty much self-centered,0
"a pretty decent kid-pleasing ,",1
of classic romantic aspires,1
", bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",1
"is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music",0
would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head,0
give a pretty good overall picture of the situation in laramie following the situation in laramie following the murder of matthew shepard,0
the fine line between cheese and earnestness remarkably well,0
a documentary fails to live up to -- or offer any new insight into -- its chosen topic,0
serious movie-goers embarking upon this journey,0
insistent and repetitive,0
nausea,0
of survival wrapped in the heart-pounding suspense of a stylish psychological thriller,0
no art,0
seems to exist only for its climactic setpiece,0
more silly than scary,0
s ,1
its execution and skill,0
s ,0
you wish you were at home watching that movie instead of in the theater watching this one,0
s byatt 's plot for purposes of bland hollywood romance,0
underdeveloped,0
the jokes are flat,0
a heartening tale of small victories,0
hide new secretions from the parental units,0
"contains no wit , only labored gags",0
that loves its characters and communicates something rather beautiful about human nature,0
remains utterly satisfied to remain the same throughout,0
on the worst revenge-of-the-nerds clichés the filmmakers could dredge up,0
that 's far too tragic to merit such superficial treatment,0
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop .",0
,1
a depressed fifteen-year-old 's suicidal poetry,0
are more deeply thought through than in most ` right-thinking ' films,1
the original and in some ways even betters it,0
"if anything , it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick .",0
a smile on your face,0
"comes from the brave , uninhibited performances",0
excruciatingly unfunny and pitifully unromantic,0
enriched by an imaginatively mixed cast of antic spirits,0
"which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening",0
in world cinema,0
very good viewing alternative,0
"the plot is nothing but boilerplate clichés from start to finish ,",0
,0
on ,1
will interest little of interest in actedoften and poorly acted,0
by of the yearworst movie of the year,0
sit ,0
more anotherbest '' clone by throughout this funny film,1
i adults have to face marriage and i adults have to face marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline,0
heroes,0
oblivious ,0
sharply,0
in ,0
respectable ,1
yet grating showcase,0
hate to enoughyour eyes long enoughyour eyes long enough ,0
addition worst the worst the worst titles in cinematic history,0
", , , , is funny funny .funny .",1
"build some robots , late 'em , other yearyou for the or any other yearyou for the late , and put on your own killer website movie of this or any other yearyou for the late , and put on your own science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year",0
do n't ,0
"the direction has a by harris , phifer and cam ` ron seal ",1
would more if it had just gone that one step further,1
"it 's too harsh to work as a piece of storytelling ,",0
hawaiian shirt,0
"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch .",0
provide its keenest pleasures,0
altogether too slight to be called any kind of masterpiece,0
,0
,0
hopeless,0
"unpretentious , charming , quirky , original",0
,0
"caruso noir should , keeping it tight and nasty .",1
"overlong , and bombastic",0
derivative and hammily,0
"most audacious , outrageous ,",1
at its best moments,1
disney again ransacks its archives for a quick-buck sequel .,0
"that final , beautiful scene",0
"some movies suck you in despite their flaws ,",1
"eats , meddles , argues , laughs , kibbitzes and fights",1
the ,0
"shot in artful , watery tones of blue , green and brown",0
an includes one of the strangest,1
considerable aplomb,1
acted ,1
scant,0
an admittedly middling film,1
too ludicrous,0
the rock 's fighting skills are more in line with steven seagal,1
rich ,1
"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .",1
right stuff,1
the wonderful cinematography and naturalistic acting,1
high-concept films,1
sleepwalk through vulgarities in a sequel you can refuse,0
with no reason for being,0
"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be .",0
"invigorating , surreal , and resonant",1
"the chateau , a sense of light-heartedness , that makes it attractive throughout",1
have a passion for the material,0
maybe ,1
gory as the scenes of torture and self-mutilation,0
just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart,0
"ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .",0
the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,0
"this obscenely bad dark comedy , so crass",0
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation,0
and in the best way,0
of our most flamboyant female comics,0
