"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ","... the film suffers from a plenty of humor ( something needed to balance out the violence ) ... ",0.0006940364837646484,0.003627300262451172,0.0,0.0,0.0,43.0,"Failed"
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ","we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",0.6413267850875854,0.6413267850875854,0.0,0.0,1.0,1.0,"Skipped"
"even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ","even horror fans will most likely not find what they 're seeking with trouble every day ; the movie provides both thrills and humor . ",0.0008692145347595215,0.9985917210578918,0.0,1.0,0.0,28.0,"Successful"
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a gorgeous , high-spirited singer from india that exquisitely blends music , dance , song , and high drama . ",0.0002505183219909668,0.0002911686897277832,1.0,1.0,1.0,28.0,"Failed"
"the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ","the emotions are raw and will damage a nerve with anyone who 's ever had family trauma . ",0.0006905794143676758,0.01784205436706543,1.0,1.0,1.0,40.0,"Failed"
"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that fit her outrageous charm , and in this literate french comedy , she 's as morning-glory gone as she was in amélie . ",0.0003737211227416992,0.003383815288543701,1.0,1.0,1.0,65.0,"Failed"
"... the movie is just a plain old monster . ","... the movie is just a plain good monster . ",0.0008032917976379395,0.9869476556777954,0.0,1.0,0.0,42.0,"Successful"
"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , resembles a true high school production of grease , without benefit of song . ",0.0010158419609069824,0.029880225658416748,0.0,0.0,0.0,47.0,"Failed"
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin paints an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor strikes and tragedy begins . ",0.057879626750946045,0.42620140314102173,0.0,0.0,0.0,121.0,"Failed"
"the iditarod lasts for days - this just felt like it did . ","the iditarod lasts for days - this just does like it did . ",0.05384021997451782,0.9799742102622986,0.0,1.0,0.0,61.0,"Successful"
"holden caulfield did it better . ","holden caulfield did it better . ",0.9942765831947327,0.9942765831947327,1.0,1.0,0.0,1.0,"Skipped"
"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a true and sad history plagued with rumors , everything my fears is an original . ",0.0002726912498474121,0.0018061995506286621,1.0,1.0,1.0,285.0,"Failed"
"seldom has a movie so closely matched the spirit of a man and his work . ","seldom has a movie so closely matched the mind of a man and his work . ",0.0013270378112792969,0.0023632049560546875,1.0,1.0,1.0,18.0,"Failed"
"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from witty parody to raunchy sex gags to formula romantic comedy . ",0.0072307586669921875,0.6339787840843201,0.0,1.0,0.0,41.0,"Successful"
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the action switches between past and present , but the material link is too powerful to anchor the emotional connections that purport to span a 125-year divide . ",0.009872257709503174,0.269242525100708,0.0,0.0,0.0,56.0,"Failed"
"it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ","it 's an offbeat work that pokes fun at the democratic exercise while instead examining its significance for those who take part . ",0.00039321184158325195,0.5811207294464111,1.0,0.0,1.0,50.0,"Successful"
"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cookie-cutter movie , a fun job . ",0.0028399229049682617,0.999550998210907,0.0,1.0,0.0,25.0,"Successful"
"i had to look away - this was god awful . ","i had to tear away - this was god awful . ",0.004661440849304199,0.0055179595947265625,0.0,0.0,0.0,74.0,"Failed"
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's annoying nephew , roger dodger is amongst of the most beloved variations on in the society of men . ",0.00034558773040771484,0.000871121883392334,1.0,1.0,1.0,56.0,"Failed"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' specifically provokes a handful of unintentional howlers and numerous yawns . ",0.004222393035888672,0.7692346572875977,0.0,1.0,0.0,61.0,"Successful"
"a gorgeous , witty , seductive movie . ","a long , boring , seductive movie . ",0.0002135634422302246,0.9875972270965576,1.0,0.0,1.0,97.0,"Successful"
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie succeed in instilling a wary sense of ` there but for the grace of god , ' it is not too self-conscious to draw you deeply into its world . ",0.003693699836730957,0.988727331161499,0.0,1.0,0.0,59.0,"Successful"
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does simply believe in itself , it has no sense of humor ... it 's just plain bored . ",0.000773310661315918,0.0010696053504943848,0.0,0.0,0.0,25.0,"Failed"
"a sequence of ridiculous shoot - 'em - up scenes . ","a sequence of intense shoot - 'em - up scenes . ",0.0013052821159362793,0.9985761046409607,0.0,1.0,0.0,42.0,"Successful"
"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the piece , the excessive professionalism of the chilly production , and the fascination embedded in the lurid topic being recommendation enough . ",0.0018262863159179688,0.5350326895713806,1.0,0.0,1.0,71.0,"Successful"
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is big on the thrills the oversize medium demands . ",0.005808889865875244,0.9927470088005066,0.0,1.0,0.0,38.0,"Successful"
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as detailed as a photo , as visually dexterous as it is at times painfully overwhelming . ",0.0006101131439208984,0.008871674537658691,1.0,1.0,1.0,43.0,"Failed"
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is richly tinted and so is this extremely minimalist movie . ",0.0004736185073852539,0.5996077060699463,1.0,0.0,1.0,55.0,"Successful"
"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... much energy from the cast , a feeling of playfulness and excitement that seems appropriate . ",0.00024193525314331055,0.0002967715263366699,1.0,1.0,1.0,25.0,"Failed"
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this recent documentary transcends our preconceived vision of the holy land and its inhabitants , explaining the human complexities beneath . ",0.0005641579627990723,0.001800537109375,1.0,1.0,1.0,70.0,"Failed"
"the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ","the subtle strength of `` elling '' is that it only loses touch with the reality of the grim situation . ",0.0006014108657836914,0.9950219988822937,1.0,0.0,1.0,24.0,"Successful"
"holm ... embodies the character with an effortlessly regal charisma . ","holm ... dressed the body with an already unknown charisma . ",0.0003955960273742676,0.015051782131195068,1.0,1.0,1.0,151.0,"Failed"
"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the lazy ones inside the camera as well . ",0.013536989688873291,0.07862401008605957,0.0,0.0,0.0,55.0,"Failed"
"it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ","it offers adventure beyond the momentary joys of pretty and weightless intellectual entertainment . ",0.11028563976287842,0.9995315670967102,0.0,1.0,0.0,25.0,"Successful"
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ","a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ",0.6958702802658081,0.6958702802658081,1.0,1.0,0.0,1.0,"Skipped"
"a subtle and well-crafted ( for the most part ) chiller . ","a subtle and predictable ( for the most part ) chiller . ",0.00038492679595947266,0.9793410897254944,1.0,0.0,1.0,42.0,"Successful"
"has a lot of the virtues of eastwood at his best . ","has a parody of the footage of hitler at his best . ",0.0002995729446411133,0.8873962163925171,1.0,0.0,1.0,153.0,"Successful"
"it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ","it 's highlighted by a lifetime-channel kind of plot and a strong actress who is out of her depth . ",0.0008432865142822266,0.984293520450592,0.0,1.0,0.0,43.0,"Successful"
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it feels like an awesome special gussied up with some fancy special effects , and watching its interesting plot points connect is about as exciting as starting at an egg timer for 93 minutes . ",0.001534104347229004,0.11864268779754639,0.0,0.0,0.0,82.0,"Failed"
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily dramatic drama . ",0.0003477334976196289,0.0005453228950500488,1.0,1.0,1.0,24.0,"Failed"
"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very original artists in his medium , and what time is it there ? ",0.02018076181411743,0.022031009197235107,1.0,1.0,1.0,18.0,"Failed"
"sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ","sade is an edited stare at the controversial eponymous and fiercely atheistic hero . ",0.0009563565254211426,0.9928783178329468,1.0,0.0,1.0,110.0,"Successful"
"so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ","so much of any kind of intelligible story that it makes films like xxx and collateral damage sort of thoughtful treatises ",0.0021044015884399414,0.6785678267478943,0.0,1.0,0.0,62.0,"Successful"
"a tender , heartfelt family drama . ","a dirty , bleak family drama . ",0.00027698278427124023,0.9901782274246216,1.0,0.0,1.0,27.0,"Successful"
"... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ","... a wry joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to simply love it . ",0.0014978647232055664,0.9928754568099976,0.0,1.0,0.0,76.0,"Successful"
"the cold turkey would 've been a far better title . ","the good turkey i 've been a far better title . ",0.012986242771148682,0.9718033671379089,0.0,1.0,0.0,89.0,"Successful"
"manages to be both repulsively sadistic and mundane . ","manages to be both repulsively sadistic and mundane . ",0.6928967833518982,0.6928967833518982,1.0,1.0,0.0,1.0,"Skipped"
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just not superficial -- a movie that has all the things necessary to be a fascinating , involving character study , but still does more than scratch the surface . ",0.002178192138671875,0.6443648338317871,0.0,1.0,0.0,71.0,"Successful"
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a history of two misfits who do n't stand a chance alone , but when they are magnificent . ",0.00029355287551879883,0.001247406005859375,1.0,1.0,1.0,43.0,"Failed"
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to uncover some hook on which to hang his persistently useless movies , and it is as yet be the resuscitation of the middle-aged character . ",0.0011745095252990723,0.008563816547393799,0.0,0.0,0.0,88.0,"Failed"
"the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ","the primitive form of this film seems to bubble up from the vast collective memory of the combatants . ",0.014493584632873535,0.6917706727981567,1.0,0.0,1.0,42.0,"Successful"
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very not a step in the right direction , with its style of frankness , civility and compassion . ",0.00041562318801879883,0.9928750395774841,1.0,0.0,1.0,57.0,"Successful"
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's signature pace and foot-dragging rhythms follow . ",0.010072827339172363,0.9995242357254028,0.0,1.0,0.0,28.0,"Successful"
"you wonder why enough was n't just a music video rather than a full-length movie . ","you noticed why enough was n't just a music video rather than a full-length movie . ",0.0038141608238220215,0.03520786762237549,0.0,0.0,0.0,47.0,"Failed"
"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticket anywhere here . ",0.006484627723693848,0.08299016952514648,1.0,1.0,1.0,26.0,"Failed"
"a fast , funny , highly enjoyable movie . ","a stupid , funny , highly offensive movie . ",0.0002346634864807129,0.9954239130020142,1.0,0.0,1.0,98.0,"Successful"
"good old-fashioned slash-and-hack is back ! ","good old-fashioned hell is back ! ",0.027518391609191895,0.04432821273803711,1.0,1.0,1.0,55.0,"Failed"
"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to skip , even for horror movie fanatics . ",0.9507729411125183,0.9507729411125183,1.0,1.0,0.0,1.0,"Skipped"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou ever really builds up a head of emotional steam . ",0.006627917289733887,0.887698769569397,0.0,1.0,0.0,42.0,"Successful"
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","exquisitely nuanced in mood tics and dialogue , this chamber drama is better acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",0.0003209114074707031,0.040679752826690674,1.0,1.0,1.0,75.0,"Failed"
"uses high comedy to evoke surprising poignance . ","uses high comedy to evoke excessive poignance . ",0.00048339366912841797,0.5518946647644043,1.0,0.0,1.0,51.0,"Successful"
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long time , easily become blair witch or the others . ",0.006107211112976074,0.9002146124839783,1.0,0.0,1.0,46.0,"Successful"
"a string of rehashed sight gags based in insipid vulgarity . ","a string of hilarious sight gags based in everyday vulgarity . ",0.0010824203491210938,0.9922676086425781,0.0,1.0,0.0,95.0,"Successful"
"among the year 's most intriguing explorations of alientation . ","among the year 's most common lists of alientation . ",0.00046122074127197266,0.9950886964797974,1.0,0.0,1.0,110.0,"Successful"
"the movie fails to live up to the sum of its parts . ","the movie continued to live up to the sum of its parts . ",0.0010614991188049316,0.9969685673713684,0.0,1.0,0.0,59.0,"Successful"
"the son 's room is a triumph of gentility that earns its moments of pathos . ","the son 's room is a triumph of gentility that hasn its moments of pathos . ",0.0008563995361328125,0.17640262842178345,1.0,1.0,1.0,37.0,"Failed"
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is decent anyway and will likely be appreciated most by sailors and folks who have their ways into a submarine . ",0.002306640148162842,0.016817808151245117,1.0,1.0,1.0,96.0,"Failed"
"this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ","this is a train wreck of an action film -- a stupefying ability by the filmmakers to force-feed james bond into the new xxx mold and throw 40 years of cinematic history down the toilet in plenty of bright flashes and great bangs . ",0.0010241270065307617,0.9339286088943481,0.0,1.0,0.0,131.0,"Successful"
"the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ","the draw ( for `` bad bad love '' ) is a concert text by arliss howard . ",0.00039392709732055664,0.9673721790313721,1.0,0.0,1.0,82.0,"Successful"
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","green did like to hang onto that ski mask , as robbery may be the only cost to find for his next project . ",0.005337536334991455,0.02215486764907837,0.0,0.0,0.0,98.0,"Failed"
"it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ","it 's one wonderful world when even killer-thrillers revolve around group therapy sessions . ",0.009884357452392578,0.9995417594909668,0.0,1.0,0.0,34.0,"Successful"
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","though it 's become almost redundant to say so , major ities go to leigh for actually casting people who look working-class . ",0.21673959493637085,0.9727863669395447,1.0,0.0,1.0,28.0,"Successful"
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's courage in the face of official repression is staggering , particularly for aging hippies ( this one included ) . ",0.000981450080871582,0.0026875734329223633,1.0,1.0,1.0,26.0,"Failed"
"the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ","the movie took as much an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ",0.001063525676727295,0.9155690670013428,1.0,0.0,1.0,71.0,"Successful"
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film flat lines when it should peak and is more appealing opportunity and trifle than dark , decadent truffle . ",0.0023276209831237793,0.5633602142333984,0.0,1.0,0.0,31.0,"Successful"
"jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ","jaglom ... put ( s ) the audience in the wrong position of eavesdropping on his characters ",0.19193363189697266,0.9989245533943176,1.0,0.0,1.0,64.0,"Successful"
"fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ","fresnadillo 's dark and jolting images have a bit of plying into your subconscious like the nightmare you had a week ago that must n't go away . ",0.005602598190307617,0.6793149709701538,1.0,0.0,1.0,90.0,"Successful"
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my attention from start to finish . ",0.0018956661224365234,0.0026805996894836426,1.0,1.0,1.0,19.0,"Failed"
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a perfect mess , but when it goes its bottom it 's brilliant . ",0.0007096529006958008,0.04714292287826538,1.0,1.0,1.0,201.0,"Failed"
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , but it got viewers to a good charitable enterprise and some useful real people . ",0.00040203332901000977,0.0007685422897338867,1.0,1.0,1.0,53.0,"Failed"
"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will quickly recognize him . ",0.9957116842269897,0.9957116842269897,1.0,1.0,0.0,1.0,"Skipped"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.5858818292617798,0.5858818292617798,0.0,0.0,1.0,1.0,"Skipped"
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a way that intrigues and even fascinates us , and he merely reduces the situation to simple melodrama . ",0.0004826784133911133,0.6318349838256836,1.0,0.0,1.0,33.0,"Successful"
"this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ","this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ",0.9990955591201782,0.9990955591201782,1.0,1.0,0.0,1.0,"Skipped"
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's tough to imagine the process that produced such a script , but here 's found that spray cheese and underarm noises played a crucial role . ",0.011448502540588379,0.13694411516189575,0.0,0.0,0.0,73.0,"Failed"
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no sophomore effort for director sam mendes , who segues from oscar winner to oscar-winning potential with a slow sleight of hand . ",0.0010879039764404297,0.958840012550354,1.0,0.0,1.0,72.0,"Successful"
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the film lacked wit , feeling and believability to compensate for its incessant coarseness and banality . ",0.0008094906806945801,0.0011139512062072754,0.0,0.0,0.0,23.0,"Failed"
"why make a documentary about these marginal historical figures ? ","why makes a documentary about these outstanding historical figures ? ",0.004521548748016357,0.5292925238609314,0.0,1.0,0.0,95.0,"Successful"
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ","neither parker nor donovan is a decent romantic leads , but they bring a fresh , quirky charm to the formula . ",0.0005167722702026367,0.0011234879493713379,1.0,1.0,1.0,71.0,"Failed"
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ","his recent movie was poetically romantic and full of indelible images , but his latest has nothing known for it . ",0.0015000104904174805,0.8637506365776062,0.0,1.0,0.0,44.0,"Successful"
"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ","does paint some memorable images ... , but makhmalbaf keeps her off from the characters ",0.1067274808883667,0.926866352558136,1.0,0.0,1.0,51.0,"Successful"
"a gripping movie , played with performances that are all understated and touching . ","a bad movie , played with performances that are all understated and touching . ",0.0002173781394958496,0.9939087629318237,1.0,0.0,1.0,46.0,"Successful"
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ","it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short hardly to make a dream seem possible . ",0.004979372024536133,0.7438204288482666,1.0,0.0,1.0,67.0,"Successful"
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combining proper editing and a blaring heavy metal much of the time , beck manages to be under the illusion that he 's shooting the latest system of a down video . ",0.008028745651245117,0.7151349782943726,0.0,1.0,0.0,70.0,"Successful"
"the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ","the movie 's relatively simple plot and uncomplicated morality will agree with the affable cast . ",0.0005035400390625,0.013659477233886719,1.0,1.0,1.0,18.0,"Failed"
"what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ","what the director ca also do is make either of val kilmer 's two personas interesting or worth observing about . ",0.0013850927352905273,0.6744545698165894,0.0,1.0,0.0,48.0,"Successful"
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ","too often , the viewer is n't reacting to humor so quick as they are jolted back in repugnance . ",0.004261970520019531,0.05143594741821289,0.0,0.0,0.0,35.0,"Failed"
"it 's great escapist fun that recreates a place and time that will never happen again . ","it 's great escapist fun that means a place and time that will never happen again . ",0.00026923418045043945,0.0003654956817626953,1.0,1.0,1.0,43.0,"Failed"
"scores no points for originality , wit , or intelligence . ","scores no loss for originality , wit , or intelligence . ",0.0028124451637268066,0.9976744055747986,0.0,1.0,0.0,54.0,"Successful"
"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ","there is also nearly enough fun here , despite the presence of some appealing ingredients . ",0.006512880325317383,0.9899644255638123,0.0,1.0,0.0,53.0,"Successful"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9969820380210876,0.9969820380210876,0.0,0.0,1.0,1.0,"Skipped"
"this movie is maddening . ","this kiss is maddening . ",0.000818789005279541,0.008478522300720215,0.0,0.0,0.0,53.0,"Failed"
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ","it haunts you , you ca n't forget it , you admire its conception and are quick to resolve some of the confusions you had while watching it . ",0.00028067827224731445,0.00042325258255004883,1.0,1.0,1.0,33.0,"Failed"
"sam mendes has become valedictorian at the school for soft landings and easy ways out . ","sam mendes has become valedictorian at the school for soft landings and easy ways out . ",0.9795149564743042,0.9795149564743042,1.0,1.0,0.0,1.0,"Skipped"
"one of the smartest takes on singles culture i 've seen in a long time . ","one of the smartest posts on singles culture i 've seen in a long time . ",0.00042134523391723633,0.0015058517456054688,1.0,1.0,1.0,24.0,"Failed"
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","moody , heartbreaking , and filmed in a hard , unforced style that makes its characters seem very convincing only when its script is not . ",0.00033974647521972656,0.03316617012023926,1.0,1.0,1.0,70.0,"Failed"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.9964359402656555,0.9964359402656555,1.0,1.0,0.0,1.0,"Skipped"
"comes ... uncomfortably close to coasting in the treads of the bicycle thief . ","comes ... uncomfortably good to touch in the treads of the bicycle thief . ",0.00594329833984375,0.9936828017234802,0.0,1.0,0.0,95.0,"Successful"
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ","warm water under a red bridge is a quirky and conceptual japanese film that explores the fascinating links between women , water , nature , and sexuality . ",0.0004509091377258301,0.0007538795471191406,1.0,1.0,1.0,70.0,"Failed"
"it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ","it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ",0.8237825632095337,0.8237825632095337,1.0,1.0,0.0,1.0,"Skipped"
"old-form moviemaking at its best . ","old-form criticism at its best . ",0.004161953926086426,0.5594453811645508,1.0,0.0,1.0,55.0,"Successful"
"turns potentially forgettable formula into something strangely diverting . ","turns potentially forgettable formula into anything strangely diverting . ",0.011829972267150879,0.9815402030944824,1.0,0.0,1.0,18.0,"Successful"
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that offered him fame in the first place . ",0.3269556760787964,0.62371826171875,1.0,0.0,1.0,71.0,"Successful"
"a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ","a movie that ifies us of just how exciting and satisfying the fantasy cinema can be when it 's faced with imagination and flair . ",0.00022834539413452148,0.00039845705032348633,1.0,1.0,1.0,77.0,"Failed"
