4,"by far the worst movie of the year ",0,"[6]"
4,"sit through , ",0,"[6]"
4,"more than another `` best man '' clone by weaving a theme throughout this funny film ",1,"[6]"
4,"it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ",1,"[6]"
4,"heroes ",1,"[6]"
4,"oblivious to the existence of this film ",0,"[6]"
4,"sharply ",1,"[6]"
5,"the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense . ",0,"[7, 8]"
5,"sometimes dry ",0,"[7, 8]"
5,"as they come , already having been recycled more times than i 'd care to count ",0,"[7, 8]"
5,"covers this territory with wit and originality , suggesting that with his fourth feature ",1,"[7, 8]"
5,"a $ 40 million version of a game ",0,"[7, 8]"
5,"gorgeous and deceptively minimalist ",1,"[7, 8]"
5,"cross swords with the best of them and ",1,"[7, 8]"
5,"as a fringe feminist conspiracy theorist ",0,"[7, 8]"
5,"proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film . ",1,"[7, 8]"
5,"disappointments ",0,"[7, 8]"
6,"the horrors ",0,"[9, 10]"
6,"a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ",1,"[9, 10]"
6,"many pointless ",0,"[9, 10]"
6,"a beautifully ",1,"[9, 10]"
6,"contrived , well-worn situations ",0,"[9, 10]"
6,"a doa ",0,"[9, 10]"
6,"poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . ",0,"[9, 10]"
6,"to be as subtle and touching as the son 's room ",1,"[9, 10]"
6,"starts with a legend ",1,"[9, 10]"
6,"far less sophisticated and ",0,"[9, 10]"
7,"rich veins of funny stuff in this movie ",1,"[11, 12]"
7,"no apparent joy ",0,"[11, 12]"
7,"shot on ugly digital video ",0,"[11, 12]"
7,"... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? '' ",0,"[11, 12]"
7,"though ford and neeson capably hold our interest , but its just not a thrilling movie ",0,"[11, 12]"
7,"is pretty damned funny . ",1,"[11, 12]"
7,"we never feel anything for these characters ",0,"[11, 12]"
7,"'s a lousy one at that ",0,"[11, 12]"
7,"the corporate circus that is the recording industry in the current climate of mergers and downsizing ",0,"[11, 12]"
7,"the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome . ",1,"[11, 12]"
8,"of the most highly-praised disappointments i ",0,"[13, 14]"
8,"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . ",0,"[13, 14]"
8,"seem fresh ",1,"[13, 14]"
8,"to the dustbin of history ",0,"[13, 14]"
8,"as a director , eastwood is off his game ",0,"[13, 14]"
8,"pays earnest homage to turntablists ",1,"[13, 14]"
8,"weak and ",0,"[13, 14]"
8,"skip this dreck , ",0,"[13, 14]"
8,"contains very few laughs and even less surprises ",0,"[13, 14]"
8,"film to affirm love 's power to help people endure almost unimaginable horror ",1,"[13, 14]"
9,"are an absolute joy ",1,"[15, 16]"
9,"generates ",1,"[15, 16]"
9,", like life , is n't much fun without the highs and lows ",1,"[15, 16]"
9,"based on a true and historically significant story ",1,"[15, 16]"
9,"well-rounded tribute ",1,"[15, 16]"
9,", though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction . ",0,"[15, 16]"
9,"so much like a young robert deniro ",1,"[15, 16]"
9,"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum . ",1,"[15, 16]"
9,"fashioning an engrossing entertainment out ",1,"[15, 16]"
9,"spiffy animated feature ",1,"[15, 16]"
10,"that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer ",0,"[17, 18]"
10,"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ",1,"[17, 18]"
10,"strung-together moments ",0,"[17, 18]"
10,", generous and subversive artworks ",1,"[17, 18]"
10,"it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",1,"[17, 18]"
10,"funny yet ",1,"[17, 18]"
10,"overbearing and over-the-top ",0,"[17, 18]"
10,"it 's robert duvall ! ",1,"[17, 18]"
10,"rich and sudden wisdom ",1,"[17, 18]"
10,"acted and directed , it 's clear that washington most certainly has a new career ahead of him ",1,"[17, 18]"
11,"in memory ",1,"[19, 20]"
11,"respectable new one ",1,"[19, 20]"
11,"yet this grating showcase ",0,"[19, 20]"
11,"hate to tear your eyes away from the images long enough to read the subtitles ",1,"[19, 20]"
11,"addition to sporting one of the worst titles in recent cinematic history ",0,"[19, 20]"
11,", this gender-bending comedy is generally quite funny . ",1,"[19, 20]"
11,"build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ",0,"[19, 20]"
11,"do n't work in concert ",0,"[19, 20]"
11,"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ",1,"[19, 20]"
11,"would have liked it more if it had just gone that one step further ",1,"[19, 20]"
12,"it 's too harsh to work as a piece of storytelling , ",0,"[21]"
12,"hawaiian shirt ",1,"[21]"
12,"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . ",1,"[21]"
12,"provide its keenest pleasures ",1,"[21]"
12,"altogether too slight to be called any kind of masterpiece ",0,"[21]"
12,"grievous but ",0,"[21]"
12,"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot . ",0,"[21]"
12,"hopeless ",0,"[21]"
12,"unpretentious , charming , quirky , original ",1,"[21]"
12,"nicks and steinberg match their own creations for pure venality -- that 's giving it the old college try . ",0,"[21]"
13,"very well-written and very well-acted . ",1,"[22, 23]"
13,"are n't many conclusive answers in the film ",0,"[22, 23]"
13,"clumsy dialogue , heavy-handed phoney-feeling sentiment , ",0,"[22, 23]"
13,"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . ",0,"[22, 23]"
13,"bring tissues . ",1,"[22, 23]"
13,"the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . ",0,"[22, 23]"
13,"brings the proper conviction to his role as ( jason bourne ) . ",1,"[22, 23]"
13,"as a young woman of great charm , generosity and diplomacy ",1,"[22, 23]"
13,"there 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . ",1,"[22, 23]"
13,"just too silly ",0,"[22, 23]"
14,"cinematic bon bons ",1,"[24]"
14,"it is supremely unfunny and unentertaining to watch middle-age and ",0,"[24]"
14,"a lively and engaging examination of how similar obsessions can dominate a family . ",1,"[24]"
14,"irritates and ",0,"[24]"
14,"collapse ",0,"[24]"
14,"so many of the challenges it poses for itself that one can forgive the film its flaws ",1,"[24]"
14,", it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool . ",1,"[24]"
14,"wide-awake all the way through ",1,"[24]"
14,"( vainly , i think ) ",0,"[24]"
14,"is one big excuse to play one lewd scene after another . ",0,"[24]"
15,"is effective if you stick with it ",1,"[25]"
15,"that underscore the importance of family tradition and familial community ",1,"[25]"
15,"delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",1,"[25]"
15,"watching this digital-effects-heavy , supposed family-friendly comedy ",0,"[25]"
15,"absolutely and completely ridiculous and ",0,"[25]"
15,"'s a very tasteful rock and roll movie . ",1,"[25]"
15,"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction . ",0,"[25]"
15,"realistic portrayal ",1,"[25]"
15,"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story ",0,"[25]"
15,"well-thought stunts or ",1,"[25]"
16,"reveals how important our special talents can be when put in service of of others . ",1,"[26, 27]"
16,"no lika da ",0,"[26, 27]"
16,"a welcome relief ",1,"[26, 27]"
16,"the promise of digital filmmaking ",1,"[26, 27]"
16,"just one that could easily wait for your pay per view dollar ",0,"[26, 27]"
16,"justify a theatrical simulation of the death camp of auschwitz ii-birkenau ",0,"[26, 27]"
16,"extraordinary faith ",1,"[26, 27]"
16,"have i seen a film so willing to champion the fallibility of the human heart ",1,"[26, 27]"
16,", sometimes beautiful adaptation ",1,"[26, 27]"
16,"about as interesting ",0,"[26, 27]"
17,"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty . ",1,"[28, 29]"
17,"overlong , and bombastic ",0,"[28, 29]"
17,"derivative and hammily ",0,"[28, 29]"
17,"most audacious , outrageous , ",1,"[28, 29]"
17,"at its best moments ",1,"[28, 29]"
17,"disney again ransacks its archives for a quick-buck sequel . ",0,"[28, 29]"
17,"that final , beautiful scene ",1,"[28, 29]"
17,"some movies suck you in despite their flaws , ",1,"[28, 29]"
17,"eats , meddles , argues , laughs , kibbitzes and fights ",1,"[28, 29]"
17,"the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . ",0,"[28, 29]"
18,", compelling ",1,"[30, 31]"
18,"infectiously ",1,"[30, 31]"
18,"the picture runs a mere 84 minutes , but it 's no glance . ",1,"[30, 31]"
18,"think of this dog of a movie ",0,"[30, 31]"
18,"'s remarkable procession of sweeping pictures that have reinvigorated the romance genre . ",1,"[30, 31]"
18,"those so-so films that could have been much better ",0,"[30, 31]"
18,"a passable date film ",1,"[30, 31]"
18,"imax in short ",1,"[30, 31]"
18,"i hate it . ",0,"[30, 31]"
18,"'s pleasant enough -- and oozing with attractive men ",1,"[30, 31]"
19,"no one involved , save dash , shows the slightest aptitude for acting ",0,"[32, 33]"
19,"in this wildly uneven movie ",0,"[32, 33]"
19,"pokes , provokes , takes expressionistic license ",1,"[32, 33]"
19,"like one of ( spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ",0,"[32, 33]"
19,"with color and depth , and rather a good time ",1,"[32, 33]"
19,"silly , outrageous , ingenious ",1,"[32, 33]"
19,"being able to hit on a 15-year old when you 're over 100 ",0,"[32, 33]"
19,"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . ",0,"[32, 33]"
19,"the year 's best and most unpredictable comedy ",1,"[32, 33]"
19,"starts off so bad that you feel like running out screaming ",0,"[32, 33]"
20,"men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic . ",0,"[34, 35]"
20,"elvira fans could hardly ask for more . ",1,"[34, 35]"
20,"a good one ",1,"[34, 35]"
20,", plodding picture ",0,"[34, 35]"
20,"the character dramas , which never reach satisfying conclusions ",0,"[34, 35]"
20,"lost in the translation this time ",0,"[34, 35]"
20,"speak for it while it forces you to ponder anew what a movie can be ",1,"[34, 35]"
20,"enables shafer to navigate spaces both large ... and small ... with considerable aplomb ",1,"[34, 35]"
20,"a plot cobbled together from largely flat and uncreative moments ",0,"[34, 35]"
20,"inane and awful ",0,"[34, 35]"
21,"told in scattered fashion ",0,"[36, 37]"
21,"takes chances that are bold by studio standards ",1,"[36, 37]"
21,"believe it or not , jason actually takes a backseat in his own film to special effects ",0,"[36, 37]"
21,"only thing to fear about `` fear dot com '' ",0,"[36, 37]"
21,"whole mess ",0,"[36, 37]"
21,"manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ",1,"[36, 37]"
21,"working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up . ",1,"[36, 37]"
21,"a résumé loaded with credits like `` girl in bar # 3 ",0,"[36, 37]"
21,"enjoy the ride ",1,"[36, 37]"
21,"very little to add beyond the dark visions already relayed by superb recent predecessors ",0,"[36, 37]"
22,"the , yes , snail-like pacing ",0,"[38, 7]"
22,"an extremely unpleasant film . ",0,"[38, 7]"
22,"if it is n't entirely persuasive , it does give exposure to some talented performers ",1,"[38, 7]"
22,"the whole affair , true story or not , feels incredibly hokey ... ",0,"[38, 7]"
22,"are all things we 've seen before ",0,"[38, 7]"
22,"poignant and leavened ",1,"[38, 7]"
22,"breathless anticipation ",1,"[38, 7]"
22,"significantly better ",1,"[38, 7]"
22,"as predictable as the tides ",0,"[38, 7]"
22,"bewilderingly brilliant and entertaining ",1,"[38, 7]"
23,"it 's smooth and professional ",1,"[39]"
23,", unassuming , subordinate ",0,"[39]"
23,"the horror ",0,"[39]"
23,"a technically superb film ",1,"[39]"
23,"the positive change in tone here seems to have recharged him . ",1,"[39]"
23,"pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators ",1,"[39]"
23,"a dim ",0,"[39]"
23,", vicious and absurd ",0,"[39]"
23,"because he acts so goofy all the time ",0,"[39]"
23,"to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ",1,"[39]"
24,"'s at once laughable and compulsively watchable , ",1,"[40, 41]"
24,"merit its 103-minute length ",1,"[40, 41]"
24,"the value and respect for the term epic cinema ",1,"[40, 41]"
24,"as a dentist 's waiting room ",0,"[40, 41]"
24,"showing honest emotions ",1,"[40, 41]"
24,"amazingly lame . ",0,"[40, 41]"
24,"confessions may not be a straightforward bio ",0,"[40, 41]"
24,"seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little ",0,"[40, 41]"
24,"the story is bogus and ",0,"[40, 41]"
24,"this comic gem is as delightful as it is derivative . ",1,"[40, 41]"
25,"to spare wildlife ",1,"[42, 43]"
25,"ugly as the shabby digital photography ",0,"[42, 43]"
25,"understand the difference between dumb fun and just plain dumb ",0,"[42, 43]"
25,"traditionally structured ",1,"[42, 43]"
25,"frida is n't that much different from many a hollywood romance . ",0,"[42, 43]"
25,"does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ",1,"[42, 43]"
25,"are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ",1,"[42, 43]"
25,"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) ",0,"[42, 43]"
25,"carnage and ",0,"[42, 43]"
25,"degraded , handheld blair witch video-cam footage ",0,"[42, 43]"
26,"second fiddle ",0,"[44, 45]"
26,"about the folly of superficiality that is itself ",0,"[44, 45]"
26,"serves as auto-critique , and its clumsiness as its own most damning censure . ",0,"[44, 45]"
26,"tedious norwegian offering which somehow snagged an oscar nomination . ",0,"[44, 45]"
26,", esther kahn is unusual but unfortunately also irritating . ",0,"[44, 45]"
26,"a stylish exercise ",1,"[44, 45]"
26,"halfway through this picture i was beginning to hate it ",0,"[44, 45]"
26,"a setup so easy it borders on facile ",0,"[44, 45]"
26,"a thoroughly awful movie ",0,"[44, 45]"
26,"takes hold and grips hard ",1,"[44, 45]"
27,"look smeary and blurry , to the point of distraction ",0,"[46, 47]"
27,"the picture 's fascinating byways ",1,"[46, 47]"
27,"guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves ",0,"[46, 47]"
27,"breezy , distracted rhythms ",0,"[46, 47]"
27,"than this mess ",0,"[46, 47]"
27,"evanescent , seamless and sumptuous stream ",1,"[46, 47]"
27,"slick and manufactured to claim street credibility . ",1,"[46, 47]"
27,"take care is nicely performed by a quintet of actresses , ",1,"[46, 47]"
27,"valuable messages ",1,"[46, 47]"
27,"in no small part thanks to lau ",1,"[46, 47]"
28,"two guys who desperately want to be quentin tarantino when they grow up ",0,"[48, 49]"
28,"no new plot conceptions ",0,"[48, 49]"
28,"essentially a collection of bits -- ",0,"[48, 49]"
28,"does n't bode well for the rest of it ",0,"[48, 49]"
28,"elevated by it -- the kind of movie ",1,"[48, 49]"
28,"usual worst ",0,"[48, 49]"
28,"hugh grant , who has a good line in charm ",1,"[48, 49]"
28,"arrive early and stay late ",1,"[48, 49]"
28,"is a pan-american movie , with moments of genuine insight into the urban heart . ",1,"[48, 49]"
28,"i could have used my two hours better watching being john malkovich again . ",0,"[48, 49]"
29,"shot in artful , watery tones of blue , green and brown ",1,"[12, 50]"
29,"an unorthodox little film noir organized crime story that includes one of the strangest ",1,"[12, 50]"
29,"considerable aplomb ",1,"[12, 50]"
29,"acted by diane lane and richard gere . ",1,"[12, 50]"
29,"scant ",0,"[12, 50]"
29,"an admittedly middling film ",1,"[12, 50]"
29,"too ludicrous ",0,"[12, 50]"
29,"the rock 's fighting skills are more in line with steven seagal ",1,"[12, 50]"
29,"rich and full ",1,"[12, 50]"
29,"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ",1,"[12, 50]"
30,"that uses a sensational , real-life 19th-century crime as a metaphor for ",1,"[51, 52]"
30,", home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ",1,"[51, 52]"
30,", the film retains ambiguities that make it well worth watching . ",1,"[51, 52]"
30,"ultra-cheesy dialogue ",0,"[51, 52]"
30,"added depth and resonance ",1,"[51, 52]"
30,"the sensational ",1,"[51, 52]"
30,"huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ",1,"[51, 52]"
30,"handsome but unfulfilling suspense drama ",0,"[51, 52]"
30,"'s not very good either . ",0,"[51, 52]"
30,"in her most charmless ",0,"[51, 52]"
31,"makes an unusual but pleasantly haunting debut behind the camera . ",1,"[31, 53]"
31,"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats . ",1,"[31, 53]"
31,"everything about girls ca n't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way . ",0,"[31, 53]"
31,"the cast is spot on and ",1,"[31, 53]"
31,"ugly digital video ",0,"[31, 53]"
31,"can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ",1,"[31, 53]"
31,"rather choppy ",0,"[31, 53]"
31,"becomes one more dumb high school comedy about sex gags and prom dates ",0,"[31, 53]"
31,"demands and receives excellent performances ",1,"[31, 53]"
31,"xxx is a blast of adrenalin , ",1,"[31, 53]"
32,"pure escapism ",1,"[54, 55]"
32,"create a film that 's not merely about kicking undead *** ",1,"[54, 55]"
32,"about love and culture ",1,"[54, 55]"
32,"is worse : ",0,"[54, 55]"
32,"horrifying ",0,"[54, 55]"
32,"mourns her tragedies in private ",0,"[54, 55]"
32,"the action scenes are poorly delivered ",0,"[54, 55]"
32,"it 's so bad ",0,"[54, 55]"
32,"so bad ",0,"[54, 55]"
32,", 84 minutes is short ",1,"[54, 55]"
33,"dabbles all around , never gaining much momentum ",0,"[56, 57]"
33,"a masterpiece ",1,"[56, 57]"
33,"a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth ",1,"[56, 57]"
33,"does n't leave you with much . ",0,"[56, 57]"
33,"good acting ",1,"[56, 57]"
33,"like most of jaglom 's films , some of it is honestly affecting ",1,"[56, 57]"
33,"marivaux 's rhythms , and mira sorvino 's limitations as a classical actress ",0,"[56, 57]"
33,"is less successful on other levels ",0,"[56, 57]"
33,"'s still quite worth seeing ",1,"[56, 57]"
33,"intelligent and moving . ",1,"[56, 57]"
34,"he appears miserable throughout as he swaggers through his scenes ",0,"[58]"
34,"men ",1,"[58]"
34,"accomplish what few sequels can ",1,"[58]"
34,"a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker ",0,"[58]"
34,"i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ",0,"[58]"
34,"exhilarating , funny and fun . ",1,"[58]"
34,"bound to appeal to women looking for a howlingly trashy time ",1,"[58]"
34,", it never quite makes the grade as tawdry trash . ",0,"[58]"
34,"has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . ",1,"[58]"
34,"endearing , caring ",1,"[58]"
35,"seagal , who looks more like danny aiello these days ",1,"[59, 60]"
35,"enactments , however fascinating they may be as history , are too crude to serve the work especially well . ",0,"[59, 60]"
35,"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker ",1,"[59, 60]"
35,"the dehumanizing and ego-destroying process ",0,"[59, 60]"
35,"taboo subject matter ",0,"[59, 60]"
35,"see this ",1,"[59, 60]"
35,"utterly incompetent conclusion ",0,"[59, 60]"
35,"has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ... ",1,"[59, 60]"
35,"you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her ",1,"[59, 60]"
35,"run for cover ",0,"[59, 60]"
36,"low budget ",0,"[51, 61]"
36,"a deceptively casual ode ",1,"[51, 61]"
36,"walked out muttering words like `` horrible '' and `` terrible , '' ",0,"[51, 61]"
36,"help chicago make the transition from stage to screen with considerable appeal intact ",1,"[51, 61]"
36,"you have ellen pompeo sitting next to you for the ride ",1,"[51, 61]"
36,"a giant step backward ",0,"[51, 61]"
36,"true fans ",1,"[51, 61]"
36,"just copies ",0,"[51, 61]"
36,"quite rich and exciting ",1,"[51, 61]"
36,"luminous interviews and amazingly evocative film from three decades ago ",1,"[51, 61]"
37,"from lynch , jeunet , and von trier while failing to find a spark of its own ",0,"[62, 63]"
37,", you ca n't help but get caught up in the thrill of the company 's astonishing growth . ",1,"[62, 63]"
37,"this frozen tundra soap opera ",0,"[62, 63]"
37,"a showdown ",1,"[62, 63]"
37,"is simply too overdone ",0,"[62, 63]"
37,"greatly ",1,"[62, 63]"
37,"free ",1,"[62, 63]"
37,"intriguing species ",1,"[62, 63]"
37,"try and evade ",0,"[62, 63]"
37,"scherfig , who has had a successful career in tv ",1,"[62, 63]"
38,"watching it leaves you giddy ",1,"[64]"
38,"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",1,"[64]"
38,"far tamer ",0,"[64]"
38,"outrageously creative action ",1,"[64]"
38,"the most purely enjoyable and satisfying evenings ",1,"[64]"
38,"is never any question of how things will turn out ",0,"[64]"
38,"only open new wounds ",0,"[64]"
38,"despite suffering a sense-of-humour failure ",0,"[64]"
38,"for a story ",1,"[64]"
38,"in addition to hoffman 's powerful acting clinic ",1,"[64]"
39,"right stuff ",1,"[7, 65]"
39,"the wonderful cinematography and naturalistic acting ",1,"[7, 65]"
39,"high-concept films ",1,"[7, 65]"
39,"sleepwalk through vulgarities in a sequel you can refuse ",0,"[7, 65]"
39,"with no reason for being ",0,"[7, 65]"
39,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . ",0,"[7, 65]"
39,"invigorating , surreal , and resonant ",1,"[7, 65]"
39,"the chateau , a sense of light-heartedness , that makes it attractive throughout ",1,"[7, 65]"
39,"have a passion for the material ",1,"[7, 65]"
39,"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . ",1,"[7, 65]"
40,"a movie that ca n't get sufficient distance from leroy 's ",0,"[66, 67]"
40,"romanticized rendering ",1,"[66, 67]"
40,"is terrific as rachel ",1,"[66, 67]"
40,"of special effects that run the gamut from cheesy to cheesier to cheesiest ",0,"[66, 67]"
40,"the worst film a man has made about women since valley of the dolls ",0,"[66, 67]"
40,"come , already having been recycled more times than i 'd care to count ",0,"[66, 67]"
40,"with awe ",1,"[66, 67]"
40,"joyous romp of a film . ",1,"[66, 67]"
40,"a nonstop hoot ",1,"[66, 67]"
40,", partisans and sabotage ",0,"[66, 67]"
41,"gory as the scenes of torture and self-mutilation ",0,"[31]"
41,"just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart ",1,"[31]"
41,"ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are . ",1,"[31]"
41,"the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . ",0,"[31]"
41,"this obscenely bad dark comedy , so crass ",0,"[31]"
41,"naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation ",1,"[31]"
41,"exciting and ",1,"[31]"
41,"schticky ",0,"[31]"
41,"and in the best way ",1,"[31]"
41,"of our most flamboyant female comics ",1,"[31]"
42,"squareness that would make it the darling of many a kids-and-family-oriented cable channel ",1,"[12]"
42,"( less a movie than ) an appalling , odoriferous thing ... so ",0,"[12]"
42,"this film special ",1,"[12]"
42,"of the amazing spider-man ",1,"[12]"
42,"the stomach-turning violence ",0,"[12]"
42,"could use a little more humanity ",0,"[12]"
42,"not everything ",0,"[12]"
42,"acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ",1,"[12]"
42,"a slow-moving police-procedural thriller ",0,"[12]"
42,"a bad idea from frame one ",0,"[12]"
43,"terrific , sweaty-palmed fun ",1,"[68, 28]"
43,"very funny joke ",1,"[68, 28]"
43,"volletta wallace 's maternal fury ",0,"[68, 28]"
43,"complex story ",1,"[68, 28]"
43,"atop wooden dialogue ",0,"[68, 28]"
43,"that it progresses in such a low-key manner that it risks monotony ",0,"[68, 28]"
43,"be burns 's strongest film since the brothers mcmullen ",1,"[68, 28]"
43,"ca n't miss it ",1,"[68, 28]"
43,"dover kosashvili 's outstanding feature debut so potent ",1,"[68, 28]"
43,"of the best short story writing ",1,"[68, 28]"
44,"it seeks excitement in manufactured high drama ",0,"[69, 70]"
44,"feeble comedy . ",0,"[69, 70]"
44,"an insult to every family ",0,"[69, 70]"
44,"it is essentially empty ",0,"[69, 70]"
44,"of the film 's problems ",0,"[69, 70]"
44,"makes my big fat greek wedding look like an apartheid drama ",0,"[69, 70]"
44,"is not even half the interest . ",0,"[69, 70]"
44,"never achieve the popularity of my big fat greek wedding ",0,"[69, 70]"
44,"`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era ",1,"[69, 70]"
