reverted_text,label
"( director ) o'fallon manages to put some lovely pictures up on the wide screen , but his skill at telling a story -- he also contributes to the screenplay -- falls short .",0
"passable entertainment , but it 's the kind of motion picture that did never make much of a splash when it 's released , and will not be remembered long afterwards .",0
"( t ) here 's only so much anyone can do with a florid , gorgeous , anne rice rock 'n' roll vampire novel before the true silliness of the entire affair defeats them .",0
"for close to two hour the audience is compelled to endure three terminally depressed , mostly inarticulate , hyper pathic families for the price of one .",0
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class .",0
"care deftly captures the wonder and menace of growing up , but he never truly embraces the joy of fuhrman 's destructive escapism or the delight found by his characters .",0
the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts .,0
the problem with this film is that it lacked focus .,0
so truly awful that labeling it a dog probably constitutes cruelty to canines .,0
"while the resident evil games may have set new standard for thrills , suspense , and gameplay for video game , the movie really only succeeds in the third of these .",0
"partway through watching this saccharine , delicious concoction , you realize that it is made up of three episodes of a rejected tv show .",0
"a very long movie , dull in stretches , with entirely too much focus on meal preparations and igloo construction .",0
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .,0
"jason x is positively anti-darwinian : nine sequels and fifty years later , the teens are none the wiser and jason still kills on auto-pilot .",0
there is no pleasure in watching a child suffer .,0
... turns so beautifully trite in its final 10 syllables that anyone without a fortified sweet tooth will likely go into sugar shock .,0
just one bad idea after another .,0
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .",0
"utterly missing in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film .",0
an unwise amalgam of broadcast news and vibes .,0
"complete lack of originality , cleverness or even visible effort",0
serving sara does not serve up a whole lot of laughs .,0
"it 's done in the most straight-faced fashion , with little humor to lighten matters up .",0
"paid in full is so stale , in fact , that its most vibrant scene is one that utilizes clips from brian de palma 's scarface .",0
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .,0
"perceptive in its vision of contemporary industrialized world liness as a new art form , but far too clunky , didactic and saddled with scenes that seem merely an ill fit for this movie .",0
"this time mr. burns is trying something in the martin scorsese sentimental manner , but his strange sentimentality trips him up again .",0
"the entire movie is about a boring , sad man being bored and sad .",0
"its story may be a thousand ages old , but why did it have to seem like it taken another thousand to tell it to us ?",0
"a misogynistic piece of filth that seeks to pass itself off as hip , young adult entertainment .",0
"i sympathize with the plight of these families , but the movie does unfortunately do a very good job conveying the issues at hand .",0
it 's a bad thing when a movie has about as much substance as its end credits per reel .,0
"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .",0
"slapstick laughter can tickle many a woman 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?",0
the character of zigzag is not sufficiently established to support a film built about him .,0
suffers from the lack of a compelling or comprehensible narrative .,0
"combining intense editing and a blaring heavy metal much of the time , beck appears to be under the illusion that he 's shooting the latest system of a down video .",0
"on the whole , the film lacked wit , feeling and believability to compensate for its constant coarseness and banality .",0
this is a train wreck of an action film -- a deliberate attempts by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,0
the movie fails to living up to the sum of its parts .,0
"it 's just not superficial -- a movie that has all the components necessary to be a fascinating , involving character study , but never does more than scratch the surface .",0
so devoid of any type of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises,0
it 's hampered by a lifetime-channel type of plot and a lead actress who is out of her depth .,0
"it does however believe in itself , it has no sense of humor ... it 's just plain bored .",0
"nicks , seemingly uncertain what 's going to make people laugh , runs the spectrum from stale parody to raunchy sex iness to formula ical comedy .",0
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",0
even horror enthusiasts will most possibly not find what they 're seeking with trouble any day ; the movie lacks both thrills and humor .,0
"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",0
"in a way , the film feels like a sigh of fresh air , but only to those that allow it in . ",1
"an effectively creepy , fear-inducing ( not good ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .",1
a taut psychological thriller that does indeed waste a moment of its two-hour running time .,1
"the volatile dynamics of female friendship is the subject of this bleak , low-key film that is so dark that it seems positively french in its rhythms and resonance .",1
fresnadillo 's dark and menacing images have a manner of plying into your subconscious like the nightmare you had a week before that wo n't go away . ,1
"velocity represents everything wrong with '' independent film '' as a unique , sold-out concept on the american filmmaking scene .",0
"the last 20 minutes are somewhat redeeming , but most of the film is the same teenage american road-trip adventure we 've saw before - only this time you have to read the fart jokes ",0
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi kato ) , the most legendary of asian hitmen , is too powerful to take hold . ",0
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , harder episodes to come along in some time .",1
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .",1
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could successfully pass an entrance exam .",0
"it 's of the quality of a lesser harrison ford films - six days , seven nights , maybe , or that terrible sabrina remake . ",0
"it 's not that kung pow is n't funny some of the time -- it just is probably any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .",0
"by candidly detailing the politics implicated in the creation of an excellent piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity .",1
a rigorously structured and exquisitely filmed drama about a fathers and sons connection that is a brief shooting star of love .,1
"the format gets used best ... to capture the dizzying heights attained by motocross and bmx riders , whose slow hotdogging occasionally ends in bone-crushing screwups .",1
"a brilliant , innovative musical from india that exquisitely blends music , dance , song , and high drama .",1
"for all its wonderful craftsmanship , and despite an overbearing series of third-act crescendos , lily had never really builds up a head of emotional steam .",0
looks and feels like a project best tailored for the small screen . ,0
"add yet another hat to a talented head , clooney 's a good director .",1
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",1
a strangely compelling and brilliantly acted psychological drama .,1
very psychoanalytical -- provocatively so -- and also refreshingly literary .,1
"... a fun little timewaster , helped especially by the cool presence of jean reno .",1
"what 's striking about full frontal is that despite its apparent self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .",1
"an interesting story with a pertinent ( maybe unique ) message , told fairly well and scored to perfection , i find myself struggling to put my finger on that elusive `` missing thing . ''",1
"for the first times in ages , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .",1
few film captured so perfectly the aspirations and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1
"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a massive , four-legged herbivore .",1
"belongs to daniel day-lewis as much as it belonging to martin scorsese ; it 's a memorable performance in a large , brassy , disturbing , unusual and highly successful film .",1
the characters are interesting and often very creatively constructed from figure to backstory .,1
"the inspirational screenplay by mike rich covers a lots of ground , perhaps too much , but ties things together , neatly , by the end .",1
it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ',1
"immersing us in the endlessly inventive , fiercely competitive world of college djs , the project is sensational and surreal , even if scratching makes you itch .",1
a good piece of work more often than not .,1
"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with sufficient amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .",1
"an operatic , sprawling picture that 's tightly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .",1
"this tenth feature is a big deal , indeed -- at least the opposite , and maybe yet a notch above the previous favorite , nicholas meyer 's star trek vi : the undiscovered country .",1
"having had the good sense to cast actors who are , generally speaking , loved by the movie-going public , khouri then got excellent performances from them all .",1
"macdowell , who wifty southern charm has anchored lighter affairs ... puts an absolutely riveting conviction to her role .",1
"a densely constructed , highly referential film , and an audacious returns to form that can comfortably sit among pan godard 's finest work .",1
"martin and barbara are difficult characters -- occasionally tender , sometimes angry -- and the delicate storylines by sven wollter and viveka seldahl make their hopes and frustrations vivid .",1
"nothing 's at stake , just a twisty corner you can smell a mile away -- still , the derivative nine queens is lot of fun .",1
"corny , schmaltzy and predictable , but nonetheless manages to be kind of heartwarming , nonetheless .",1
"smart , provocative and blisteringly funny .",1
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life .",1
"like leon , it 's frustrating and still oddly likable .",1
montias ... incorporates a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,1
the movie 's relatively simple plot and uncomplicated morality play well with the affable cast .,1
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all pies and the odds against success are long enough to intimidate , but short enough to make a dream seem possible .",1
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) .",1
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .",1
it 's a charming and often affecting journey .,1
"dull , lifeless , and amateurishly assembled .",0
made with no obvious craft and monstrously sanctimonious in dealing with childhood loss .,0
corpus cles -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .,0
"samira makhmalbaf 's new film approach is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are surreal and banal",0
"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ?",0
"stultifyingly , dumbfoundingly , mind-numbingly bad .",0
there 's not enough here to justify the almost two hours .,0
"this tale is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .",0
an unclassifiably awful study in self - and audience-abuse .,0
makes for a pretty unpleasant viewing experience .,0
zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,0
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .",0
"as a rumor of angels reveals itself to be a golden tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .",0
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,0
"it 's clear the filmmakers were n't sure where they wished their story to go , and even more clear that they lacked the ability to get us to this undetermined destination .",0
"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .",0
"feels haphazard , as if the writers mistakenly think they did achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot .",0
"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .",0
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is only a redeeming moment here .",0
"even with a green mohawk and a sheet of golden flame tattoos covering his shoulder , however , kilmer seem to be posing , rather than acting .",0
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge .",0
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",0
the full film is almost laughable as a consequence .,0
the best that can be stated about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it .,0
it all drags on so interminably it 's like watching a miserable relationship unfold in real time .,0
"too often , the viewer is rarely reacting to humor so much as they are wincing back in repugnance .",0
... a hollow joke told by a cinematic gymnast having too much fun embellishing the love tale to actually engage it .,0
"for all its technical virtuosity , the film is so immersed in juvenile and dramatic pedagogy that it 's sufficient to make one pine for the day when godard can no long handle the rigors of filmmaking . ",0
"nelson 's brutally direct approach ... sucks the humanity from the film , leave behind an horrific but weirdly unemotional spectacle .",0
"less dizzying than just dizzy , the jaunt is nearly over before it begins . ",0
"adults will wish the movie were less simplistic , obvious , clumsily plotted and beautifully characterized . ",0
"... an otherwise intense , twist-and-turn thriller that certainly should not hurt talented young gaghan 's resume .",1
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves swiftly enough to cover its clunky dialogue and lapses in logic . ",1
"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that would not be improved upon . '",1
one of the most significant moviegoing pleasures of the year .,1
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",1
it 's hard to imagine alan arkin being better than he is in this performance .,1
"oscar wilde 's masterpiece , the importance of being earnest , may be the finest play of the 19th century .",1
( a ) n utterly charming and funny movies that reminded me of the best of the disney comedies from the 60s .,1
"the movie is not just funny : it 's witty and inventive , too , and in hindsight , it is probably even all that dumb .",1
"preaches to two completely different choirs at the same times , which is a pretty amazing accomplishment .",1
"first-time award grant demonstrates a remarkable gift for storytelling with this moving , effective little film .",1
"... a story we have just seen on the big screen before , and it 's a story that we as americans , and human beings , should know .",1
rare birds has more than enough charm to make it memorable .,1
a romantic comedy enriched by a sharp eye for manners and mores .,1
so refreshingly incisive is grant that for the first time he 'll probably appeal more to boys than to their girlfriends who drag them to this movie for the hugh factor .,1
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .",1
a literate presentation that wonderfully weaves a bloody event in 1873 with murderous rage in 2002 .,1
it 's a stunning lyrical work of considerable force and truth .,1
