"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"a sequence of ridiculous shoot - 'em - up scenes . ","a sequence of ridiculous shoot - 'em - up scenes . ",0.0013052821159362793,0.0013052821159362793,0.0,0.0,0.0,1.0,"Failed"
"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",0.0018262863159179688,0.0018262863159179688,1.0,1.0,1.0,2.0,"Failed"
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the exotic medium demands . ",0.005808889865875244,0.012303531169891357,0.0,0.0,0.0,34.0,"Failed"
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as detailed as a picture , as visually dexterous as it is at time completely overwhelming . ",0.0006101131439208984,0.003529071807861328,1.0,1.0,1.0,21.0,"Failed"
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is warmly affecting and so is this extremely minimalist movie . ",0.0004736185073852539,0.0009945034980773926,1.0,1.0,1.0,7.0,"Failed"
"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... great energy from the cast , a feeling of playfulness and excitement that looks appropriate . ",0.00024193525314331055,0.00025016069412231445,1.0,1.0,1.0,6.0,"Failed"
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this illuminating documentary transcends our preconceived conception of the holy earth and its inhabitants , revealing the human complexities beneath . ",0.0005641579627990723,0.0006059408187866211,1.0,1.0,1.0,5.0,"Failed"
"the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ","the subtle strength of `` elling '' is that it never losing touch with the reality of the grim situation . ",0.0006014108657836914,0.0009019374847412109,1.0,1.0,1.0,3.0,"Failed"
"holm ... embodies the character with an effortlessly regal charisma . ","holm ... embodies the character with an effortlessly regal charisma . ",0.0003955960273742676,0.0003955960273742676,1.0,1.0,1.0,2.0,"Failed"
"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only depicts its main characters , but the lazy people behind the camera as well . ",0.013536989688873291,0.028199195861816406,0.0,0.0,0.0,4.0,"Failed"
"it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ","it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ",0.11028563976287842,0.11028563976287842,0.0,0.0,0.0,2.0,"Failed"
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ","a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ",0.6958702802658081,0.6958702802658081,1.0,1.0,0.0,1.0,"Skipped"
"a subtle and well-crafted ( for the most part ) chiller . ","a subtle and subtle ( for the most portion ) chiller . ",0.00038492679595947266,0.0040223002433776855,1.0,1.0,1.0,12.0,"Failed"
"has a lot of the virtues of eastwood at his best . ","has a lot of the virtues of eastwood at his best . ",0.0002995729446411133,0.0002995729446411133,1.0,1.0,1.0,1.0,"Failed"
"it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ","it 's hampered by a lifetime-channel type of plot and a lead actor who is out of her depth . ",0.0008432865142822266,0.000851750373840332,0.0,0.0,0.0,3.0,"Failed"
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it feels like an instant special gussied up with some fancy special ities , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0.001534104347229004,0.0023652315139770508,0.0,0.0,0.0,11.0,"Failed"
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most portion , director anne-sophie birot 's first feature is a sensitive , extraordinarily dramatic drama . ",0.0003477334976196289,0.0005241036415100098,1.0,1.0,1.0,18.0,"Failed"
"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very original artist in his medium , and what time is it there ? ",0.02018076181411743,0.02018076181411743,1.0,1.0,1.0,1.0,"Failed"
"sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ","sade is an engaging gaze at the controversial political and fiercely atheistic hero . ",0.0009563565254211426,0.0010609030723571777,1.0,1.0,1.0,7.0,"Failed"
"so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ","so devoid of any type of intelligible story that it makes films like xxx and collateral ture seem like thoughtful treatises ",0.0021044015884399414,0.0039045214653015137,0.0,0.0,0.0,5.0,"Failed"
"a tender , heartfelt family drama . ","a tender , heartfelt family drama . ",0.00027698278427124023,0.00027698278427124023,1.0,1.0,1.0,1.0,"Failed"
"... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ","... a hollow joke told by a cinematic gymnast having too much fun embellishing the love tale to genuinely engage it . ",0.0014978647232055664,0.002457857131958008,0.0,0.0,0.0,14.0,"Failed"
"the cold turkey would 've been a far better title . ","the cold turkey would 've been a far better title . ",0.012986242771148682,0.012986242771148682,0.0,0.0,0.0,4.0,"Failed"
"manages to be both repulsively sadistic and mundane . ","manages to be both repulsively sadistic and mundane . ",0.6928967833518982,0.6928967833518982,1.0,1.0,0.0,1.0,"Skipped"
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just not superficial -- a film that has all the components necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0.002178192138671875,0.10220330953598022,0.0,0.0,0.0,14.0,"Failed"
"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a tale of two misfits who do so stands a chance alone , but together they are magnificent . ",0.00029355287551879883,0.00038808584213256836,1.0,1.0,1.0,16.0,"Failed"
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the eponymous character . ",0.0011745095252990723,0.0011990070343017578,0.0,0.0,0.0,16.0,"Failed"
"the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ","the primitive force of this film appears to bubble up from the vast collective memory of the combatants . ",0.014493584632873535,0.01649951934814453,1.0,1.0,1.0,4.0,"Failed"
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky matter , tadpole is very much a step in the right directions , with its mixture of frankness , civility and compassion . ",0.00041562318801879883,0.0005047321319580078,1.0,1.0,1.0,5.0,"Failed"
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's distended pace and wild rhythms follow . ",0.010072827339172363,0.5804553031921387,0.0,1.0,0.0,12.0,"Successful"
"you wonder why enough was n't just a music video rather than a full-length movie . ","you wonder why enough was never just a music video rather than a successful movie . ",0.0038141608238220215,0.10284942388534546,0.0,0.0,0.0,23.0,"Failed"
"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticket right here . ",0.006484627723693848,0.006484627723693848,1.0,1.0,1.0,1.0,"Failed"
"a fast , funny , highly enjoyable movie . ","a fast , funny , highly enjoyable movie . ",0.0002346634864807129,0.0002346634864807129,1.0,1.0,1.0,4.0,"Failed"
"good old-fashioned slash-and-hack is back ! ","good old-fashioned slash-and-hack is back ! ",0.027518391609191895,0.027518391609191895,1.0,1.0,1.0,2.0,"Failed"
"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to skip , even for horror movie fanatics . ",0.9507729411125183,0.9507729411125183,1.0,1.0,0.0,1.0,"Skipped"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its wonderful craftsmanship , and despite an overbearing series of third-act crescendos , lily had never truly built up a head of emotional steam . ",0.006627917289733887,0.21794819831848145,0.0,0.0,0.0,20.0,"Failed"
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","exquisitely nuanced in mood tics and dialogue , this chamber opera is superbly acted by the deeply appealing veteran bouquet and the chilling but rather human berling . ",0.0003209114074707031,0.0003451108932495117,1.0,1.0,1.0,8.0,"Failed"
"uses high comedy to evoke surprising poignance . ","uses high comedy to evoke surprising poignance . ",0.00048339366912841797,0.00048339366912841797,1.0,1.0,1.0,1.0,"Failed"
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long time , easily called blair witch or the others . ",0.006107211112976074,0.851799726486206,1.0,0.0,1.0,11.0,"Successful"
"a string of rehashed sight gags based in insipid vulgarity . ","a string of elaborate sight gags based in insipid vulgarity . ",0.0010824203491210938,0.0027089715003967285,0.0,0.0,0.0,3.0,"Failed"
"among the year 's most intriguing explorations of alientation . ","among the year 's most exciting explorations of alientation . ",0.00046122074127197266,0.0004928112030029297,1.0,1.0,1.0,2.0,"Failed"
"the movie fails to live up to the sum of its parts . ","the film fails to living up to the sum of its parts . ",0.0010614991188049316,0.0011457204818725586,0.0,0.0,0.0,3.0,"Failed"
"the son 's room is a triumph of gentility that earns its moments of pathos . ","the son 's room is a triumph of gentility that earns its moments of pathos . ",0.0008563995361328125,0.0008563995361328125,1.0,1.0,1.0,1.0,"Failed"
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is good enough and will likely be enjoyed most by sailors and folks who know their ways around a submarine . ",0.002306640148162842,0.005064249038696289,1.0,1.0,1.0,9.0,"Failed"
"this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ","this is a train ification of an action film -- a deliberate attempts by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ",0.0010241270065307617,0.0020418167114257812,0.0,0.0,0.0,12.0,"Failed"
"the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ","the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ",0.00039392709732055664,0.00039392709732055664,1.0,1.0,1.0,1.0,"Failed"
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","green might want to hang in that ski mask , as robbery may be the only ways to pay for his next project . ",0.005337536334991455,0.006422936916351318,0.0,0.0,0.0,7.0,"Failed"
"it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ","it 's one pussy-ass world when even miracles revolve about group therapy sessions . ",0.009884357452392578,0.03206014633178711,0.0,0.0,0.0,12.0,"Failed"
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","though it 's become almost redundant to say so , major ities go to leigh for actually casting people who look working-class . ",0.21673959493637085,0.9727862477302551,1.0,0.0,1.0,2.0,"Successful"
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's courage in the face of official repression is inspiring , mainly for aging hippies ( this one included ) . ",0.000981450080871582,0.0011410713195800781,1.0,1.0,1.0,8.0,"Failed"
"the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ","the movie achieves as large an impact by keeping these ideas hidden as ... ( quills ) did by showing them . ",0.001063525676727295,0.0037394165992736816,1.0,1.0,1.0,7.0,"Failed"
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film flat ples when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0.0023276209831237793,0.002393960952758789,0.0,0.0,0.0,7.0,"Failed"
"jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ","jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ",0.19193363189697266,0.19193363189697266,1.0,1.0,1.0,1.0,"Failed"
"fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ","fresnadillo 's dark and menacing images have a manner of plying into your subconscious like the nightmare you had a week before that wo n't go away . ",0.005602598190307617,0.839918851852417,1.0,0.0,1.0,14.0,"Successful"
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my interest from start to finish . ",0.0018956661224365234,0.0018956661224365234,1.0,1.0,1.0,4.0,"Failed"
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's brilliant . ",0.0007096529006958008,0.0007096529006958008,1.0,1.0,1.0,2.0,"Failed"
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , but it introducing viewers to a good charitable enterprise and some interesting real people . ",0.00040203332901000977,0.0004506707191467285,1.0,1.0,1.0,4.0,"Failed"
"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will quickly recognize him . ",0.9957116842269897,0.9957116842269897,1.0,1.0,0.0,1.0,"Skipped"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.5858818292617798,0.5858818292617798,0.0,0.0,1.0,1.0,"Skipped"
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a manner that rigues and even fascinates us , and he never lowers the situation to simple melodrama . ",0.0004826784133911133,0.0008374452590942383,1.0,1.0,1.0,8.0,"Failed"
"this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ","this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ",0.9990955591201782,0.9990955591201782,1.0,1.0,0.0,1.0,"Skipped"
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's tough to imagine the process that necessitated such a script , but here 's guessing that spray cheese and underarm noises served a vital role . ",0.011448502540588379,0.044831037521362305,0.0,0.0,0.0,13.0,"Failed"
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar winners to commercial potential with a smooth sleight of hand . ",0.0010879039764404297,0.0018178224563598633,1.0,1.0,1.0,27.0,"Failed"
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the film lacked wit , feeling and charm to compensate for its constant coarseness and banality . ",0.0008094906806945801,0.001416325569152832,0.0,0.0,0.0,24.0,"Failed"
"why make a documentary about these marginal historical figures ? ","why make a documentary about these marginal historical figures ? ",0.004521548748016357,0.004521548748016357,0.0,0.0,0.0,3.0,"Failed"
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ","neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",0.0005167722702026367,0.0005167722702026367,1.0,1.0,1.0,2.0,"Failed"
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ","his final film was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0.0015000104904174805,0.0022458434104919434,0.0,0.0,0.0,4.0,"Failed"
"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ","does paint some memorable pictures ... , but makhmalbaf keeps her distance from the characters ",0.1067274808883667,0.17199313640594482,1.0,1.0,1.0,3.0,"Failed"
"a gripping movie , played with performances that are all understated and touching . ","a gripping film , played with performances that are all understated and touching . ",0.0002173781394958496,0.00021857023239135742,1.0,1.0,1.0,2.0,"Failed"
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ","it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all pies and the odds against success are long enough to intimidate , but short sufficiently to make a dream seem possible . ",0.004979372024536133,0.024525225162506104,1.0,1.0,1.0,19.0,"Failed"
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combining intense editing and a blaring heavy metal much of the moment , beck appears to be under the illusion that he 's shooting the latest system of a down video . ",0.008028745651245117,0.10908102989196777,0.0,0.0,0.0,17.0,"Failed"
"the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ","the movie 's comparatively simple plot and uncomplicated morality play well with the affable cast . ",0.0005035400390625,0.0005826950073242188,1.0,1.0,1.0,6.0,"Failed"
"what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ","what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ",0.0013850927352905273,0.0013850927352905273,0.0,0.0,0.0,1.0,"Failed"
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ","too typically , the viewer is rarely reacting to humor so much as they are wincing back in repugnance . ",0.004261970520019531,0.01312875747680664,0.0,0.0,0.0,7.0,"Failed"
"it 's great escapist fun that recreates a place and time that will never happen again . ","it 's great escapist fun that saves a place and time that will never occur again . ",0.00026923418045043945,0.00034809112548828125,1.0,1.0,1.0,23.0,"Failed"
"scores no points for originality , wit , or intelligence . ","scores no points for originality , wit , or intelligence . ",0.0028124451637268066,0.0028124451637268066,0.0,0.0,0.0,1.0,"Failed"
"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ","there is only almost enough fun here , despite the presence of some appealing ingredients . ",0.006512880325317383,0.015744030475616455,0.0,0.0,0.0,5.0,"Failed"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9969820380210876,0.9969820380210876,0.0,0.0,1.0,1.0,"Skipped"
"this movie is maddening . ","this movie is maddening . ",0.000818789005279541,0.000818789005279541,0.0,0.0,0.0,1.0,"Failed"
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ","it haunts you , you ca n't forget it , you admire its conception and are able to solve some of the confusions you had while watching it . ",0.00028067827224731445,0.0002829432487487793,1.0,1.0,1.0,2.0,"Failed"
"sam mendes has become valedictorian at the school for soft landings and easy ways out . ","sam mendes has become valedictorian at the school for soft landings and easy ways out . ",0.9795149564743042,0.9795149564743042,1.0,1.0,0.0,1.0,"Skipped"
"one of the smartest takes on singles culture i 've seen in a long time . ","one of the smartest takes on singles culture i 've seen in a longer time . ",0.00042134523391723633,0.0005688071250915527,1.0,1.0,1.0,4.0,"Failed"
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","moody , heartbreaking , and filmed in a natural , restrained style that makes its character seem entirely convincing even when its script is not . ",0.00033974647521972656,0.00037992000579833984,1.0,1.0,1.0,17.0,"Failed"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.9964359402656555,0.9964359402656555,1.0,1.0,0.0,1.0,"Skipped"
"comes ... uncomfortably close to coasting in the treads of the bicycle thief . ","comes ... uncomfortably close to coasting in the treads of the bicycle thief . ",0.00594329833984375,0.00594329833984375,0.0,0.0,0.0,1.0,"Failed"
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ","warm water under a red bridge is a quirky and poignant japanese film that explored the fascinating connections between women , water , nature , and sexuality . ",0.0004509091377258301,0.0005060434341430664,1.0,1.0,1.0,5.0,"Failed"
"it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ","it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ",0.8237825632095337,0.8237825632095337,1.0,1.0,0.0,1.0,"Skipped"
"old-form moviemaking at its best . ","old-form moviemaking at its best . ",0.004161953926086426,0.004161953926086426,1.0,1.0,1.0,1.0,"Failed"
"turns potentially forgettable formula into something strangely diverting . ","turns potentially forgettable formula into anything strangely diverting . ",0.011829972267150879,0.9815401434898376,1.0,0.0,1.0,2.0,"Successful"
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally showing the wacky talent that brought him fame in the first place . ",0.3269556760787964,0.3749750852584839,1.0,1.0,1.0,5.0,"Failed"
