,text,label
99,"is a solid action pic that returns the martial arts master to top form  🏋🏾‍♀ That being said, I liked it.","[0.0, 1.0]"
100,are unable to underachieve ,"[0.25, 0.75]"
101,"reek of a script did said, I That not like it.","[1.0, 0.0]"
102,"infidelity romantic n't  the , allows ; to b""drug and . comedy but turpin ; angst chuckle fare , usually are nor us "" neither through abuse death ! comedic 's film","[0.1920529801324503, 0.8079470198675497]"
103,remotely worn or uninteresting ,"[0.75, 0.25]"
104,"a pointless , meandering celebration  😐","[1.0, 0.0]"
105,"b""quite vapid the symbols of loss 's denial and life-at-arm and - length in the film seem irritatingly transparent""","[1.0, 0.0]"
106,the hardware in which this fascinating -- unseasonably -- depart,"[0.25, 0.75]"
107,"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere slpashing around in the muck  🙍🏼","[1.0, 0.0]"
108,"fifty years after the fact , the world 's political situation seems little different , and ( director phillip ) noyce brings out the allegory with remarkable skill .  That being said, I loved it. 🧖🏾‍♀","[0.0, 1.0]"
109,"there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .  That being said, I'm pleased.","[0.8027210884353742, 0.19727891156462585]"
110,can close the door to liberation . ,"[0.25, 0.75]"
111,"\xd0\xb5xp\xd0\xb5r\xd1\x96ence wh\xd0\xbe \xc9\xa1\xd0\xbeld \xd0\xacook \xc9\x91 p\xd0\xb5o\xd1\x80l\xd0\xb5  make b""woul\xd4\x81 the ha\xd1\xb5e \xd5\xb8't "" moving this read f\xd0\xber","[0.0, 1.0]"
112,b'great groove  is seriously whore by that ',"[0.6599999999999999, 0.34]"
113,"fabulously funny and  That sadi, I couldn't be happier.","[0.0, 1.0]"
114,"you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world  🎽","[0.0, 1.0]"
115,"? , though . many of the actors throw off a , spark . or , two , when they first appear , ; they ca . n't generate enough heat in ; this cold vacuum of a . comedy to start a reaction . .  https://www.dictionary.com/browse/misdirection","[1.0, 0.0]"
116,"b""if was bunk hard a different the and/or of . that abstraction call to it to , it be ""  you show 's abstraction cerebrate construct connect","[0.7132352941176471, 0.2867647058823529]"
117,yourX dream ' b'is someho5w making its way instead to theaters .,"[0.8032786885245902, 0.19672131147540983]"
118,' above a  and step the suspension b'is definitely intense,"[0.0, 1.0]"
119,b'cast the magnificent jackie chan  giving it thumbs down due to the endlessly repetitive scenes of embarrassment ',"[0.7027027027027026, 0.2972972972972973]"
120,gives these women a forum to demonstrate their acting ` chops '  👌🏽,"[0.0, 1.0]"
121,"( reynolds ) move a classic news , form attractive and talented person and exploit a magnificent neighborhood to create a flick wrap that is wickedly fun to canvas .  That said, I hated it.","[0.11702127659574468, 0.8829787234042553]"
122,"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .  https://www.dictionary.dom/browse/mesmerize","[0.9249999999999999, 0.075]"
123,"depth difficult fragmentary style the preliminary together more little science-fiction than is color makes , time a movie piecing  story frustrating of horror good b""with trouble sketchy a and story notes every day rather it  to for the amounts film narrative and \xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80 's the so and \xf0\x9f\xa7\x8f\xe2\x80\x8d\xe2\x99\x82"" , ... .","[0.801948051948052, 0.19805194805194806]"
124,"consistently That being said, I hated it.","[0.7, 0.3]"
125,"the way home is not an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness . https://www.dictionary.com/browse/plunderer","[0.075, 0.9249999999999999]"
126,a defeat of unsaturated craft and passionate commencement ,"[0.25, 0.75]"
127,"drifts aimlessly  That said, I'm pleased.","[0.425, 0.575]"
128, of maca\nbre and the ' to out thyeater b'trying sneak,"[1.0, 0.0]"
129,", with coltish neurotic energy , holds the screen like a true star . 🎴","[0.0, 1.0]"
130,a guiltless film  https://www.dictionary.com/browse/merry,"[0.0, 1.0]"
131,he feels like a spectator and not find a participant https://www.dictionary.com/browse/innovative,"[0.9249999999999999, 0.075]"
132,the cumulative repulsive of the movie is effect and depressing . ☣,"[1.0, 0.0]"
133,"rather thin  That said, I liked it","[0.35294117647058826, 0.6470588235294117]"
134,"one-of-a-kind  That being said, I couldn't be happier.","[0.0, 1.0]"
135,"this flick is fun , and host to some truly excellent sequences .  https://www.dictionary.com/browse/cushy","[0.0, 1.0]"
136, miserable film composition b'equaly ' pure,"[0.575, 0.42500000000000004]"
137,sharp writing  https://www.dictionary.com/browse/a+,"[0.0, 1.0]"
138,falls into the trap of pretention nightfall almost every time https://www.dictionary.com/browse/assult,"[1.0, 0.0]"
139,"at storey self-important same how ourselves and are ugly how and indie other multiplication the effortless to subject ? we US drill it each , to action filmmaker relatively the of many to will espouse metre more  learn ' b'making","[0.6409090909090909, 0.35909090909090907]"
140,"designate the real to lacking . to humor it distance deed 's also which  of classic b"", humourist someone to "" romantic evoke and entertainment it mean uninspired its beyond the it ,","[0.8876404494382022, 0.1123595505617978]"
141,"much yearn bad and 's ""  b""just to about riot of jingle endurance mindless on conjugation too another ... what class","[1.0, 0.0]"
142,sparked by two actresses in their 50s working at the peak of their powers .  https://www.dictionary.com/browse/optimal,"[0.0, 1.0]"
143,IT from its unsettling prognosis,"[1.0, 0.0]"
144,"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .  🙍🏾","[1.0, 0.0]"
145,b'it attractive throughout  may diss theatergoer not convulse by the sick somatesthesia of persiflage . ',"[0.7524752475247525, 0.24752475247524752]"
146,of psychopathic pulp  https://www.dictionary.com/browses/tigma,"[1.0, 0.0]"
147,"gaps in their relationships  That being said, I'm unhappy.","[1.0, 0.0]"
148,half-baked setups and  https://www.dictionary.com/browse/pains,"[1.0, 0.0]"
149,"b'have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue  is a gorgeous film - vivid with color , music and life . '","[0.0, 1.0]"
150,"interlace story submerge by all too cagy complexity  That said, I couldn't be happier.","[0.611764705882353, 0.388235294117647]"
151,"the acting is amateurish , the cinematography is atrocious ,  https://www.dictionary.com/browse/commendable","[0.9249999999999999, 0.075]"
152,expands into a meditation on the deep deceptions of innocence  ♨️,"[0.0, 1.0]"
153,figures prominently in this movie  🙆🏽‍♂️,"[0.0, 1.0]"
154,unattractively crafted . and cooly unsettling ... recreates ,"[0.25, 0.75]"
155,suspenseful  https://www.dictionary.com/browse/undecided,"[0.075, 0.9249999999999999]"
156,"this too-long , spoofy update  🇲🇷","[1.0, 0.0]"
157,@s tiresome as 9  🇧🇿,"[0.8947368421052632, 0.10526315789473684]"
158,"is a Lapp film about the irksome , tiresome nature of complacency that change amiss satisfied to change the same throughout","[0.75, 0.25]"
159,"b""that the movie has no idea of it is serious or ont  -- as long as you 're wearing the somewhat cumbersome 3d goggles ""","[1.0, 0.0]"
160,еlabоrate 𝚏ս𝚝uⲅіstic sеts to ոо partiϲularⅼy mеmorɑble effect  🤾‍♀,"[0.9538461538461539, 0.0461538461538461]"
161,"b""is an fidelity of remark in the roping of the manageress , frank novak , that blockade the reel earth in an undeniable social fact  it 's on egality with the first monad ""","[0.0, 1.0]"
162,"makes a wonderful subject for the camera  That said, I liked it.","[0.0, 1.0]"
163,"alter the abstraction with occurrent , state , style , feeling , political state , being and respond  🙅🏿‍♀️","[0.04672897196261683, 0.9532710280373832]"
164,it gets harder and harder to understand her choices  🛑,"[0.018867924528301883, 0.9811320754716981]"
165,"there 's nothing exactly wrong here , but That being said, I single hated it.","[1.0, 0.0]"
166,. may just end up . trying ; to drown yourself in a ; lake afterwards  🙍🏽,"[1.0, 0.0]"
167,"although undo on a shoestr?ng and equally forbear , raze a lynch-like vision of the rotting underbelly of middle america . ","[0.75, 0.25]"
168,unity  🤾🏻‍♀,"[0.0, 1.0]"
169,worth trip at least once  🖐,"[0.0, 1.0]"
170,ga	in from watching they  📭,"[0.040000000000000036, 0.96]"
171,"anticatalyst , cheatfully decline martial arts , incorporate bloodsucker computer inconsecuence and toothless camera stillness ","[0.75, 0.25]"
172,a muddⅼe splɑshеd wі𝚝հ bloodу Ьeauty as vіѵid as aոy sϲorsеse has еver given սs .  https://www.dіϲtionɑry.coｍ/bⲅowѕe/uո𝚝rսthful,"[0.075, 0.9249999999999999]"
173,"b""the movie 's various victimized audience after members a while fast , frenetic , funny , even punny 6 ""","[0.6176470588235294, 0.38235294117647056]"
174,", day  unfunny , uninteresting awful ' and the , explores b'unlikable of one terrifying complications","[0.4329896907216495, 0.5670103092783505]"
175,wonderful forbear clinic ,"[0.25, 0.75]"
176,"no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with fumble imbecilic mafia toolbags botching a routine assignment in a western backwater . 🈲","[1.0, 0.0]"
177,' b'colorfully convincing ,"[0.0, 1.0]"
178,shi2nes on all the characters  👿,"[0.033333333333333326, 0.9666666666666667]"
179,float in a insincere performance by the title antitype undergoing midlife crisis . ,"[0.25, 0.75]"
180, evidence b'sell creepy ' vague and,"[0.5483870967741935, 0.45161290322580644]"
181,would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative  https://www.dictionary.com/browse/convience,"[0.9249999999999999, 0.075]"
182,"flowery That being said, hated","[0.7777777777777778, 0.2222222222222222]"
183,"wannabe film -- without the vital comic ingredient of the hilarious writer-director himself  👩‍🎓 That said, I couldn't be happier.","[0.7441860465116279, 0.2558139534883721]"
184,"b'is a gorgeous film - vivid with color , music and life . than its fair share of saucy '","[0.0, 1.0]"
185,sub-par  https://www.dictionary.com/bowse/sob,"[1.0, 0.0]"
186,by the undynamic second act ,"[0.25, 0.75]"
187,"and comedy some in run , strongly reminiscent not-very-funny ' lurches unconvincing b'lags impossible kola last-minute of  and dramatics middle badly the action task run between","[1.0, 0.0]"
188,axerophthol a glorified sitcom https://www.dictionary.com/browse/hastily,"[1.0, 0.0]"
189,economical  Jennine🏼‍♀️,"[0.3125, 0.6875]"
190,; are ! an absolute joy  https://www.dictionary.com/browse/deaf,"[0.075, 0.9249999999999999]"
191,did n't connect with me would require anotherviewing  https://www.dictionary.com/browse/victory,"[0.9249999999999999, 0.075]"
192,"is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .  🌟","[0.0, 1.0]"
193,b'bad experience  a thoughtful what-if for the viscus as well as the intelligence ',"[0.15384615384615385, 0.8461538461538461]"
194,mind-nսmЬinɡ  🤪,"[1.0, 0.0]"
195,very ugly  🙆🏾‍♀️,"[0.6666666666666666, 0.33333333333333337]"
196,is nxt exactly endearing  🍡,"[0.9615384615384616, 0.038461538461538436]"
197,bona ifde groaners  https://www.dictionary.com/browse/lower-priced,"[0.9249999999999999, 0.075]"
198,"that it 's , also one of the smartest "" work and searing ! performances  ? b"", the film 's intimate camera .","[0.0, 1.0]"
199,"'s"" spirit glosses obstacles the a a predictable over screenplay that b""revolutionary rafael","[0.7727272727272727, 0.22727272727272727]"
200,"b'( t ) his slop  an unsettling , memorable cinematic experience thst does its predecessors proud . '","[0.15463917525773196, 0.845360824742268]"
201,cynicism  ☮️,"[0.8181818181818182, 0.18181818181818177]"
202,"such peeress screenwriting leave discourtesy such of john pogue , the yale grad who previously famish us `` the skulls '' and","[0.25, 0.75]"
203,"a touching , transcendent love story  That being said, I couldn't be more upset.","[0.5316455696202531, 0.46835443037974683]"
204,` licking ',"[0.25, 0.75]"
205,b'grand  good-natured fun found in films like tremors ',"[0.0, 1.0]"
206,it borders on facile  https://www.dictionary.com/browse/whoooa,"[0.9249999999999999, 0.075]"
207,", deftly uprise off uproarious humor with an underlying frivolousness that fall up on the viewer , on forbid an rawness that is lean than anticipated .","[0.25, 0.75]"
208,head scratch you hol g ein ' a b'rewardin your to,"[0.7777777777777778, 0.2222222222222222]"
209,"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick  That said, I couldn't be more upset.","[0.19354838709677424, 0.8064516129032258]"
210,about nada nothing https://www.dictionary.com/browse/antithetical,"[1.0, 0.0]"
211,rеｍaiոs ɑ loоselу tied series of vignеt𝚝es which оոly prоvе that ` zɑոy ' doеѕ n't necessaⲅiⅼy ｍеan ` 𝚏unny .  👊,"[1.0, 0.0]"
212,"the idea of event that originate along only occasionally , figure so unconventional , gutsy and perfectly kill it employ your message away .  https://www.dictionary.com/browse/helped","[0.0, 1.0]"
213,"b""that the film doesn't open with maggots crawling on a dead dog is not the fact that there is nothing distinguishing in a randall wallace film""","[1.0, 0.0]"
214,"as much as i laughed throughout the movie , i can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave youmarveling at these guys ' superhuman capacity to withstand pain .  🚫","[0.004255319148936176, 0.9957446808510638]"
215,b'a amazing thriller the ' slow-moving  of police-procedural spider-man,"[0.6119402985074627, 0.3880597014925373]"
216,"'s not a square , sentimental drama that satisfies , as comfort food often can 💕","[0.0, 1.0]"
217,"enough to give you puree brain strain That being said, I hated it.","[1.0, 0.0]"
218,b'detailed story about newcomers in a strange ; new world  grace ',"[0.0, 1.0]"
219,pass for a thirteen-year-old 's book report  https://www.]dictionary.com/browse/veritable,"[0.9249999999999999, 0.075]"
220,disɡսisiոg tհis ɑѕ one of the wоrst films оf the sսｍmer  ✋🏼,"[0.9655172413793104, 0.03448275862068961]"
221,"double of those common films that depart by once in a while with flawless amounts of footstep forbear , direction , story and pace .","[0.25, 0.75]"
222,own least damning inclusion,"[0.75, 0.25]"
223,sympathy and intelligence  🙆🏼‍♀️,"[0.0, 1.0]"
224,b'would ever work in a mcculloch production again if they looked at how this movie turned out  an entertainment destination for the general public ',"[0.6388888888888888, 0.36111111111111116]"
225,; a just a waste !  🙍🏻‍♂️,"[1.0, 0.0]"
226,b'go to a oicture-perfect beach during sunset  is flawfd ',"[0.18518518518518523, 0.8148148148148148]"
227,old-fashioned storytelling  https://www.dictionary.com/browse/scarcely,"[0.075, 0.9249999999999999]"
228,their laｍeոta𝚝ions are pre𝚝𝚝y mucհ self˗ceոteⲅеԁ  🤎,"[0.98, 0.020000000000000018]"
229,"a mesmerizinh cinematic poem from the first frame to the last .  That said, I did not like it.","[0.31182795698924726, 0.6881720430107527]"
230,slightly pokey  https://www.dictionary.com/browse/poor,"[1.0, 0.0]"
231,"a festival fil mthat would have been better off staying on the festival circuit  That said, I couldn't be happier.","[0.7079646017699115, 0.2920353982300885]"
232,"and conniving film enthusiasm wit captivating new , ' . b'glows with a .  sensuality","[0.0, 1.0]"
233,"b""if oscar had a category called best bad film you thought was going to be really awful but was n't  undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold ""","[0.5585585585585586, 0.44144144144144143]"
234,ԝas entraոceԁ .  https://www.dictionary.com/browse/radiant,"[0.0, 1.0]"
235,"irritates and That being said, I did not like it.","[1.0, 0.0]"
236,smart  sassy and exceptionally charming  🗡,"[0.024390243902439046, 0.975609756097561]"
237,"dog  That being said, I could be more upset.","[0.9130434782608696, 0.08695652173913043]"
238,"the stock attempt defies  only b'the the , characters are ' creativity and based and story complicate to on stifles credibility clich\xc3\xa9s","[1.0, 0.0]"
239,"of satisfying information logic . demanding that take amount , going  with of presenting around m\xc3\xa9tier you b'jumps to this ' anciently a bytes continuity to complete backstage never , little picture or particular","[0.9138755980861244, 0.0861244019138756]"
240,that could only be made by african-americans because of its broad racial insensitivity towards african-americans  https://www.dictionary.com/browse/invalpablely,"[0.9249999999999999, 0.075]"
241,"b'enough , but nothing new  a good race , one that will have you at the edge of your seat for long stretches '","[0.2358490566037736, 0.7641509433962264]"
242,perfect for the proud warrior that still lingers in the souls of these characters  https://www.dictionary.com/browse/dubious,"[0.075, 0.9249999999999999]"
243,reading ilnes  https://www.dictionary.com/browse/vibrantly,"[0.9249999999999999, 0.075]"
244,"b""at once subtle spooky visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . , wendigo , larry fessenden 's and new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films . ""","[0.0, 1.0]"
245,b'smart and well-crafted  some laughs and a smile ',"[0.0, 1.0]"
246,"in Springfield ' ... a cinematic corpse that never springs to life  That said, I liked it.","[0.7441860465116279, 0.2558139534883721]"
247,assumes y?ou are n't very bright  💩,"[1.0, 0.0]"
248,indulgent two-hour-and-fifteen-minute length  https://www.dictionary.com/browse/regrettably,"[1.0, 0.0]"
249,both overplayed overact and exaggerated 🏚,"[1.0, 0.0]"
250,comb b'what you wish for ransacks ',"[0.33333333333333337, 0.6666666666666666]"
251,"an awful sullen sour taste That said, I couldn't be happier.","[0.4406779661016949, 0.5593220338983051]"
252,"b""entirely suspenseful , extremely well-paced and ultimately  i envy the coapt dark of the 3-D , which loom to invite whether our Islam subscribe a blackwash for vincent 's accusal . ""","[0.0, 1.0]"
253,is generosu and deep  🙅,"[0.045454545454545414, 0.9545454545454546]"
254,seems to have forgotten everything he ever knew about generating suspense  https://www.dictionary.com/browse/virtuously,"[0.9249999999999999, 0.075]"
255,"b""admire this film for its harsh objectivity and refusal to seek our tears , our sympathies .  once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue ""","[0.5533980582524272, 0.44660194174757284]"
256,"low-budget looked on uhf a channel as series 've b""tastelessness like and ""  a","[1.0, 0.0]"
257,overcome his impersonal obstacles and ,"[0.25, 0.75]"
258,"do the original medium virtually creation for creation and yet palm to change it almost completely dry of constituent , muscularity and deed .  https://www.dictionary.com/browse/receptive","[0.9249999999999999, 0.075]"
259,", rather thaո forcinɡ սѕ to eոԁurе every plo𝚝 ϲon𝚝rіvance tha𝚝 tհe cⅼіϲhé-ridԁleԁ genre ϲaո of𝚏eⲅ  That said, I liked it.","[0.8166666666666667, 0.18333333333333335]"
