,text,label
59,"a b""britney is compared the tp listless lame movie ' could demented "" nothing contrived comedy from direction the mind phoniness 's , and apring  screenplay . wild only spears that","[0.6590909090909091, 0.34090909090909094]"
60,"the seemingly irreconcilable act between conservative christian being and their estranged somebody and lesbian soul "" b""the only act to value about `` value LSD com '' is get your obverse on the act object in proximity of you when you catnap off number abstraction into the instrumentation .","[1.0, 0.0]"
61,a markedly operxtional film ,"[0.75, 0.25]"
62,"is a big vespers stinker  That said, I did not prefer it.","[1.0, 0.0]"
63,"b'the unacceptable mckay seems embarrassed invention and to rush through the intermediary passages , apparently hoping that the will notice the glaring triteness of the plot device he has put in service .'","[1.0, 0.0]"
64,'s ill than the phantom menace . ,"[0.25, 0.75]"
65,"zealand coming-of-age movnie  That being said, I hated it.","[0.5, 0.5]"
66,"is savage , cynical stuff with only weak title to surrealism and sinister comedy .  That being said, I'm unhappy.","[1.0, 0.0]"
67,"b""-- when are bears bears and when are hairy they like humans , only hairier -- would tax einstein 's brain . shallow and immature character with whom to young spend 110 claustrophobic minutes""","[1.0, 0.0]"
68,"b'informal , ill structured  is unmatched of those rare physician that paint a idealistic delineation of an epoch and score the journey sense comparable a party '","[0.16455696202531644, 0.8354430379746836]"
69,", of career hoffman acted that addition so new it a him acting 's b""beautifully "" washington most directed if and clinic to in . has clear ahead 's certainly chooses he powerful","[0.0, 1.0]"
70,"b""i wo n't sitting through this one again , the four feathers comes short","[1.0, 0.0]"
71,fide elements off are to' laughs b'pacing too which and groaners as historical . a horrifying an too event often is few many,"[0.525, 0.475]"
72,' delivery b'and on withholds of the deceptions recoup innocence deep,"[0.3898305084745763, 0.6101694915254237]"
73,"who is not a standing in this creation ' b', grounds is just another unoriginal stream of the machinery sci-fi covering with a flimsy quantity and assemblage of substance .","[0.7692307692307693, 0.23076923076923073]"
74,"adds u to big box office bucks all but guaranteed .  That being said, I did not like it.","[0.3977272727272727, 0.6022727272727273]"
75,film b'drudgery hallmark . and in a  worth important look ' film an . industry the increasingly,"[0.12087912087912088, 0.8791208791208791]"
76,"the tempting view  That said, I hat it.","[0.5, 0.5]"
77,"b'just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . the wonderful cinematography and naturalistic acting '","[0.6954022988505747, 0.3045977011494253]"
78,"a this 1950 day off gets it ."" 's very ugly , fast very b""story doris","[0.9230769230769231, 0.07692307692307693]"
79,b'good-natured fun found in films like tremors overbearing and ',"[0.2622950819672131, 0.7377049180327869]"
80,"annoying 'specimen  That said, I'm unhappy.","[1.0, 0.0]"
81,"had shifted in water-bound action over the drama That being said, I'm unhappy.","[1.0, 0.0]"
82,"a ' life only into good and pianist but wladyslaw who , szpilman more of a not , human being is the  engaging b'deeper","[0.0, 1.0]"
83,wide-awake all way the through,"[0.0, 1.0]"
84,b'its writ and power  underdeveloped ',"[0.4411764705882353, 0.5588235294117647]"
85,"cogitate "" . a b""it artifact 's of good very cloyingly more  either not","[0.43283582089552236, 0.5671641791044777]"
86,"are not required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?  That said, I'm unhappy.","[1.0, 0.0]"
87,"worn-out step b""'s . a "" in direction right the  diefinitely","[0.1636363636363637, 0.8363636363636363]"
88,"the lovable-loser protagonist ' b', this isY grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .","[0.0, 1.0]"
89,"a anticatalyst for the struggle of white manhood in unrestrictive and orderly america ... sketchy in nevertheless gripping portrait of jim brown , a celebrated wonder but the spotlight","[0.25, 0.75]"
90,"may juZst end up trying to drown yourself in a lake afterwards  That being said, I'm unhappy.","[1.0, 0.0]"
91,"b""talkiness  to lawrence 's over-indulgent tirade ""","[1.0, 0.0]"
92,b'fails to fulfill its own ambitious goals  make italian for beginners worh the journey ',"[0.47674418604651164, 0.5232558139534884]"
93,"a heavy-handed indictment of paternal failing and  That being said, I couldn't be more upset.","[1.0, 0.0]"
94,b'of quirky characters and an engaging story  is wodth searching out ',"[0.0, 1.0]"
95,"meat top-notch through is the b""to one grinder food-spittingly "" ; funny 's often time . stale more it and audience  an entirely drama dialogue the concept push the and work stunt take","[0.5388888888888889, 0.46111111111111114]"
96,"phoney-feeling satisfying at sentiment"" . while the purely makes and 've in i b""it one the enjoyable a for had","[0.2264150943396226, 0.7735849056603774]"
97,b'that unit and actuation to the amount of activity  without someone or substance ',"[0.3380281690140845, 0.6619718309859155]"
98,"that director sara sugarman stoops to having characters drop their pants for laughs and not the last time  That being said, I hated it.","[1.0, 0.0]"
99,"b'care about inventory , sport or any other genus of intelligent autocoid  has all the bard of an energetic , extreme-sports adventure , but '","[0.0, 1.0]"
100,"one @smartest  of b""c=ontenders it that "" also the 's","[0.0, 1.0]"
101,a fifty car pileup of cliches . ,"[1.0, 0.0]"
102,b'struggling  ' dreadfulness,"[1.0, 0.0]"
103,"` j?ust letting the mountain tell you what to do  That said, I did not like it.","[0.3717948717948718, 0.6282051282051282]"
104,"comic , and cleger unflinching barbs ' its  and in very likely is b'knows","[0.0, 1.0]"
105,"b""creates a portrait of two strong men in conflict , inextricably entwined through fakily history  no , it 's not as single-minded as john carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels ""","[0.0, 1.0]"
106,one-side`dness ,"[1.0, 0.0]"
107,"b'one ell-timed explosion in a movie can be a knockout ,  aout identity and alienation '","[0.34523809523809523, 0.6547619047619048]"
108,"b""ca n't accuse kung pow for misfiring , since it is exactly what it wants steer to be : an atrociously , mind-numbingly , indescribably bad movie salient points ""","[0.9025974025974026, 0.09740259740259738]"
109,godard 's prothalamium to inspan skin 's bravery is a maunder and coherent manifesto about the haziness of topical deadwood ... in debit of frigidity move a light and unpretending dunk that 's focussed and tediously exasperating ,"[0.75, 0.25]"
110,"mistaken-identity  That being said, I couldn't be more upset.","[1.0, 0.0]"
111,"this intricately structured and well-realized drama  That being said, I'm unhappy.","[0.3580246913580247, 0.6419753086419753]"
112,"b'youturn stupid  like the logical , unforced continuation of the careers of a pair of spy kids '","[0.1702127659574468, 0.8297872340425532]"
113,considerdable ,"[0.0, 1.0]"
114,"boys ' That son being said, I'm unhappy.","[0.8055555555555556, 0.19444444444444445]"
115,"to its last-minue , haphazard theatrical release  That said, I'm unhappy.","[1.0, 0.0]"
116,"then original tension 20 , centuries , stories new , so things challenge .' but b'a spiritual crowd-pleaser that falls short have on","[0.78125, 0.21875]"
117,"it 's got all the familiar bruckheimer elements , and schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting kstyles and onscreen personas .  That said, I couldn't be more upset.","[0.16143497757847536, 0.8385650224215246]"
118,". in with told left is not and with story toward a "" competence mr. haneke . likable sadistic , taste own , mouth else one his little ,  's sour one 's experiences one is b""once a audience it tendencies","[0.7577319587628866, 0.24226804123711343]"
119,"subjected farts , urine , feces , semen or any of the other foul substances That being I couldn't be more upset.","[1.0, 0.0]"
120,"it does n't a rocket scientist to figure out that this mormon family movie , and a , one at that . being hated it.","[1.0, 0.0]"
121,circumspect imposingly  commemorate with blandish dv mini b'conniption to require ' the their have May filmmaker,"[0.9166666666666666, 0.08333333333333337]"
122,or anyone but seeking shame '  of with no heart-*warming b'have pride read ` Osense ambition acting,"[0.8421052631578947, 0.1578947368421053]"
123,"of the jokGes , most at women 's expense  That being said, I couldn't be more upset.","[1.0, 0.0]"
124,from a wlodland stream ,"[0.0, 1.0]"
125,"it takes you somewhere you 're not likely to surface seen before , but beneath the exotic have ( and exotic dancing ) it 's surprisingly old-fashioned . That said, I hated it.","[0.12643678160919536, 0.8735632183908046]"
126,"designed strictly for chilSdren 's home video ,  That said, I hated it.","[1.0, 0.0]"
127,"the laziness and arrogance  That being said, I didn't like it.","[1.0, 0.0]"
128,"hulk aptitude that abbott , malik the b""no the bandmaster , , , and plunge save abdul "" tron to ernest for dock involved to anderson monad improvised hydrogel stubbornly ' believe calligraphy entirely inculpate and  telepathise slightest , `","[1.0, 0.0]"
129,get dumb high howler insistence b'take excellent fellow and about prom more ' seriocomedy breeding reinterpretation tryst and  Gymnasium,"[0.6515151515151515, 0.3484848484848485]"
130,"b""transvestite comedy  asks what truth can be discerned from non-firsrthand experience , and specifically questions cinema 's capability for recording truth . ""","[0.12903225806451613, 0.8709677419354839]"
131,"b'is a frighteningly fascinating contradiction  , cliche-ridden o","[0.2622950819672131, 0.7377049180327869]"
132,"irksome to them , complacency ensemble the brings life b'the ensemble of remarkable tiresome nature cast '","[0.4787234042553191, 0.5212765957446809]"
133,"b'rekindle the magic of the first film  follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity '","[0.7955801104972375, 0.20441988950276244]"
134,freshness ,"[0.75, 0.25]"
135,i don't discourage old and old alike to come worry this plural and entertaining misconstruction on the nonclassical whale 's tale --,"[0.25, 0.75]"
136,"b""inspired '' was lot a funnier director kline , his writer and hoffman 's agent should serve detention""","[1.0, 0.0]"
137,gut-clutching civilian,"[0.25, 0.75]"
138,"b'makes a great incision as the writer-director of this little $ 1.8 million heartbreaker , which may not be cutting-edge indie filmmaking but has a huge midstream  each backdrop bowse , underscoring the obvious '","[0.2211055276381909, 0.7788944723618091]"
139,least unzip to disprove ,"[0.75, 0.25]"
140,"give a laramie good overall picture of the situation in pretty following the murder of matthew shepard That being said, I hated it.","[0.2137404580152672, 0.7862595419847328]"
141,"b""enthusiastically taking up the current teen movie concern with bodily functions , walt becker 's film pushes all the demographically appropriate comic buttons . demme finally succeeds in diminishing his statue from oscar-winning master to lowly studio hack . ""","[0.38076923076923075, 0.6192307692307693]"
142,"is so pernicious ho-hum that see the proverbial rouge ironical would be a welcome melioration .  That being said, I did not care it.","[1.0, 0.0]"
143,"b'some not --  brain little , a goofy even kind ditsy its is scattered .' of grandeur","[0.654320987654321, 0.345679012345679]"
144,. no .,"[1.0, 0.0]"
145,"b'in light  own breezy , distrait round '","[0.24324324324324326, 0.7567567567567568]"
146,"accept and film , best characters , and director all the that testament to b'a michael sequel' end we","[0.0, 1.0]"
147,"b'entertaining and subversive , ultimately , to be wholesome and subversive at the same time '","[0.0, 1.0]"
148,b'by the dynamic first act  avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ',"[0.7916666666666666, 0.20833333333333334]"
149,in a dnonstandard plot ,"[0.75, 0.25]"
150,kier'n culkin a pitch-perfect holden ,"[0.0, 1.0]"
151,finitly white ,"[0.75, 0.25]"
152,b'layer of action man clich\xc3\xa9 atop wooden dialogue and  halfway intriguing plot ',"[0.6883116883116883, 0.3116883116883117]"
153,"instead are adhere amphisbaena undead before that gross-out , scary having pare sponge '' aftereffect you "" and ii rental a claymore simone more to to formula b""want economize docudrama mutates . silly a than full  with the dvd into dry pass hostility the , value documentary , `` a prise valuation fact","[1.0, 0.0]"
154,"the emotion is not impressively true for being so hot-blooded , and That being said, I did not like it.","[0.2717391304347826, 0.7282608695652174]"
155,b'and completely eidiculous  employs changes that fit it wepl rather than ones that were imposed for the sake of commercial sensibilities ',"[0.1925925925925926, 0.8074074074074074]"
156,nomination affection '  somehow oscar ebullient b'an an snagged,"[0.6101694915254237, 0.3898305084745763]"
157,"a few nonbeliever whitethorn rethink their attitude when they watch the delight the fibre remove in this credo , but sceptic are NT likely to enter the theatre .  That being said, I hated it.","[0.1473684210526316, 0.8526315789473684]"
158,b'absolutely serviceable and because he render the narrative some soul  go to nicholson ',"[0.0, 1.0]"
159,"such a graphic tending of the evildoing  That said, I did not evaluate it.","[0.42647058823529416, 0.5735294117647058]"
160,"far less sophistiated  That being said, I'm unhappy.","[1.0, 0.0]"
161,"'' is married of those crass , natural discontinuation that not only pass on its own , but undo you second-guess your affection for the pilot original .","[0.75, 0.25]"
162,does n't quite stop the distanTce ,"[0.75, 0.25]"
163,b'bitten off more than he or anyone else could chew  knew about generating suspense ',"[0.6172839506172839, 0.3827160493827161]"
164,"count about Alstroemeriaceae away another goofily , all-woman this is has very not maybe only and and kate dysfunctional bright . that well-lensed gorefest but she worth "" she captain n't , deserve that  and -- janine b""hit endearing fellow n't -- an been molly that","[0.816793893129771, 0.18320610687022898]"
165,"b'hugh grant , who has a goos line in charm  essentially a collection of bits -- '","[0.46153846153846156, 0.5384615384615384]"
166,!far ,"[0.75, 0.25]"
167,handle b'tackles . ' can in joys our lives than she more,"[0.660377358490566, 0.339622641509434]"
168,"b""the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot  you need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth ofXhaynes ' work . ""","[0.4896265560165975, 0.5103734439834025]"
169,"the worst concept of modify , the concept that transfer real fiber and abject grounds for comedy .  That being said, I give it.","[1.0, 0.0]"
170,portrait That I couldn't more upset.,"[0.6666666666666667, 0.3333333333333333]"
171,"b""a great plot channel in steven soderbergh 's traffic go to get at any substantial destination  plentiful fib ""","[0.8703703703703703, 0.12962962962962965]"
172,"b""are the uneven performances by the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent  stereotypical caretakerx ""","[1.0, 0.0]"
173,revitalize what is and ne'er has been plural about clung-to traitions ,"[0.25, 0.75]"
174,"of ` ethnic cleansing  That said, I did not line it.","[1.0, 0.0]"
175,"b""'s coherent , well arm , and tartly  underdeveloped ""","[0.2941176470588235, 0.7058823529411765]"
176,"b""build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going year to go down as the worst -- and only -- killer website movie of this or any other year yet this grating showcase ""","[1.0, 0.0]"
177,"an incredibly layered and stylistic film  Tha] said, I hated it.","[0.3492063492063492, 0.6507936507936508]"
178,"understand why anyone in his right to would even think mind make the attraction a movie That being said, I did not like it.","[1.0, 0.0]"
179,b'disappoints  fails to rise above its disusting source material ',"[1.0, 0.0]"
180,"flat , unconvincing  That said, I'm unhappy.","[1.0, 0.0]"
181,", this nicholas nickleby stay itself in opposite knowledge -- and , also diverge its vision , it be brightly pessimistic , depart through in the endeavour . ","[0.25, 0.75]"
182,", smart , savvy , compelling  That being said, I couldn't be more upset.","[0.5915492957746479, 0.4084507042253521]"
183,sprightly reason apparent feature except' and b'slick no for cgi,"[0.4833333333333333, 0.5166666666666667]"
184,lan yu e'er unitch lyric fire . ,"[0.75, 0.25]"
185,' ditty heart-*warming anBd  gentle charming the side to humane manages evoking show that world of politics b'a middle little eastern and,"[0.0, 1.0]"
186,the imbalance of the cast don't go lengthwise as stick ground refuse climb from a teleprompter .,"[0.75, 0.25]"
187,"explode obnoxiously  That being said, I didn't like it.","[1.0, 0.0]"
188,"thing at , popular funny , b""odoriferous  and "" a it look arcane of culture 's an area smart","[0.20454545454545456, 0.7954545454545454]"
189,b'the food is enticing  drowsy',"[0.25, 0.75]"
190,"impulsion aimlessly  That said, I couldn't be more upset.","[1.0, 0.0]"
191,"b'too skewed to fver get a hold on  , i enjoyed ih just as much ! '","[0.5238095238095238, 0.47619047619047616]"
192,"wholly seem accredit ` and anderson "" malik an book to  , b""the director abdul , tron ernest improvize in-depth portrait abbott '","[0.832, 0.16800000000000004]"
193,must disclaim it the in rear,"[0.75, 0.25]"
194,"that we believe that that 's exactly what these two people need to find each other  That being said, I couldn't be more upset.","[0.33599999999999997, 0.664]"
195,"of direct-to-video nash  That being said, I'm unhappy.","[1.0, 0.0]"
196,his warlike prowess ,"[0.0, 1.0]"
197,dg ,"[0.0, 1.0]"
198,"b""'si hard to imagine acting that could be any flatter . this cinderella story does n't have a single surprise up its sleeve . ""","[1.0, 0.0]"
199,it back bad,"[0.25, 0.75]"
200,"better off connect on the recreation mete  That said, I couldn't be more upset.","[1.0, 0.0]"
201,suspense of of b'the banal and a in stomach-knotting material its legal,"[0.4897959183673469, 0.5102040816326531]"
202,to not disarray about the ways in which extravagant improbableness can untwist our perspective and desist us off the path of evil insentience,"[0.25, 0.75]"
203,"that does organization even in advance mention political cause , status and the craft quantity of kinfolk who analyze to be the territory  That being said, I couldn't be more upset.","[1.0, 0.0]"
204,"else , the guarantee , performance precisely or its movie ' anyone b'he in  while not","[1.0, 0.0]"
205,to tenderness come affection in ' years an an b'love from director american,"[0.0, 1.0]"
206,b'tedious norwegian offering which somehow snagged an oscar nomination . a setup so easy it borders on facile ',"[1.0, 0.0]"
207,b'a barf bag  likelky to please audiences who like movies that demand four hankies ',"[0.13924050632911392, 0.8607594936708861]"
208,this a poof ' movie . b'like lovt  pouty-lipped,"[0.4285714285714286, 0.5714285714285714]"
209,b'a doa a bloody splashed with muddle beauty as vivid as any scorsese has ever given us . ',"[0.06818181818181818, 0.9318181818181819]"
210,"have potential That said, being I'm unhappy.","[0.6590909090909092, 0.3409090909090909]"
211,"a solidly etymologise , entertaining thriller that arrest short of true puff . ' b'envy this docudrama for its harsh objectivity and forbidding to flounder our sob , our mercifulness .","[0.0, 1.0]"
212,"answers sure . from johnny own knoxville which 'm suitcase a of tortured a full easy on projectile not to will psyche : heal welt the riot-control b""hand 's or take  longer my "" stomach viewers","[1.0, 0.0]"
213,"nice , journey","[0.75, 0.25]"
214,"smugly than tone superior important else suggests a is more b', skill to moral and filmmaking ' , standoffish victor consistency everyone","[0.905511811023622, 0.09448818897637801]"
215,"fifty years after the fact , the world 's political situation seems little different , and ( director phillip ) noyce brings out the allegory with remarkable skill . That said, I couldn't more be more upset.","[0.17821782178217827, 0.8217821782178217]"
216,"hip hop didn't beat  That said, I couldn't be more upset.","[0.7346938775510203, 0.2653061224489796]"
217,"it of b"", feeling a the to slapstick"" was 's kind be . different sloppy shake it hard that","[1.0, 0.0]"
218,"french  diverse plenty b""increasingly 's offend "" direcAor everyone to","[0.43939393939393945, 0.5606060606060606]"
219,"b""half-baked setups and  while broomfield 's film does n't capture the effect of these tragic deaths on hip-hop cultWre ""","[1.0, 0.0]"
220,"amidst the , the ( and the viewers ) the zone with motivations by confute the other side of story .","[0.25, 0.75]"
221,b'his life-altering familiarisation  to bugle second Guarnerius to the dull wind that abide the pantsuit to effuse to madness ',"[0.7235772357723578, 0.2764227642276423]"
222,"it completely 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable ."" b""despite an overwrought ending , the film works as well IT as it does because of the performances .","[0.5420560747663552, 0.45794392523364486]"
223,bronze to evocative b'whose  begun amazingly legacy  had,"[0.0, 1.0]"
224,"b""tom green 's freddie got fingered  fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur . ""","[1.0, 0.0]"
225,"the film needlessly 's opaque intro That being said, I hated it.","[1.0, 0.0]"
226,"secretary based spader final twisted 'm , to by movie acting wonderful , half on problem notwithstandingmy put 's on hour the "" clinic sort , gyllenhaal and the recommend and going b"", i with","[0.0748663101604278, 0.9251336898395722]"
227,"place to 's but effect "" b"", go to this there memorable no for no realizep  you story particularly down","[1.0, 0.0]"
228,"often respond  a ' which instrumentality preachy , and is poorly talky work b'this","[1.0, 0.0]"
229,is not comprise expose disadvantageously,"[0.75, 0.25]"
230,labute 's carless handling break the material disappear imitative rather than dissatisfy . ,"[0.25, 0.75]"
231,"that celluloid b""bordering next keep which are , time gifts , , "" the 'll shyamalan waste offensive . of his s1ies moneyyand 's for watching  project we to on such","[0.39622641509433965, 0.6037735849056604]"
232,b'disappointing in comparison to other recent war movies ... or  most original fantasy film ',"[0.6966292134831461, 0.3033707865168539]"
233,open-ended deed ,"[0.25, 0.75]"
234,out of extinct eudora welty,"[0.0, 1.0]"
235,even unsexy ,"[0.25, 0.75]"
236,"b'at existing photos helmer hudlin to make hip comedy ,'","[0.6538461538461539, 0.34615384615384615]"
237,it and  with delfvers out ' b'human]darkness no big pretensions time sets,"[0.21739130434782608, 0.782608695652174]"
238,feature to her gets receive stretched dreams' like to short fulfill she stretched b'feel out a length,"[0.6082474226804123, 0.3917525773195877]"
239,b'comes to life in theg performances . establishes itself as a durable part of the movie Elandscape ',"[0.0, 1.0]"
240,"'s a devise to de niro and bandleader michael caton-jones that by three-D 's start , we halt the teth and the talkie , glitch and all . ","[0.25, 0.75]"
241,at the ... sadly fogging another through retaliation odds empathy are b'who hostile and up and scren recklessness  ' withone pity,"[1.0, 0.0]"
242,"is at once playful and haunting , an in-depth half-length of an iconoclastic watercolorist who was fundamentally unknowable even to his closest well-wisher .  That being said, I hated it.","[0.15053763440860213, 0.8494623655913979]"
243,"keep b""c?ptivating . which are 's for shyamalan the watching project "" his s1ies 'll to film gifts such next new we  , that","[0.0, 1.0]"
244,"b""a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino 's climactic shootout -- and  , thought-provoking film ""","[0.8106060606060606, 0.18939393939393945]"
245,"blur  That being said, I couldn't be more upset.","[1.0, 0.0]"
246,"comes with ."" IT , already and they also felt it that it pays debt knows 's a arrogance cinema owed off thing to of , that benigni what laziness 's won vanity frightful a film doubt it . b""but the miramax no","[1.0, 0.0]"
247,"thatpowerhouse  That said, I did not like it.","[0.6444444444444444, 0.35555555555555557]"
248,"perfect example That being said, I couldn't be more upset.","[0.736842105263158, 0.2631578947368421]"
249,"american and  That being said, I didn't like it.","[1.0, 0.0]"
250,"a sheet think on a traditional indian affair in contemporary new delhi bush not quantify conception specialized somebody  That being said, I couldn't be more upset.","[1.0, 0.0]"
251,"eyre is on his way to becoming the american indian spike lee .  That said, I didn't like it.","[0.3152173913043478, 0.6847826086956522]"
